,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
ODP0129-0801B-043R-004/005-010,14.665747540679142,237.66701631474564,0.7892557807519974,7183.007847121238,25.17422821946795,57.53104469316372,1.5353440425783644,504.08905710646394,35.11522248360651,42.58780752622605,2.9718485585144174,0.4901179733923292,48.28838848583838,4.799800971846209,3.1926819311632486,0.5861991939578315,9.075373571331548,259.0,2.387001819950032,18459.4838919704,37.1720440535023
ODP0129-0801B-044R-001/018-024,20.04950992734841,305.4293302137366,1.0156428802395105,9825.297509558075,33.78787317852285,70.55079144741102,1.730500510602705,648.5854577300706,38.16117031522518,28.08053160097489,2.082774016440583,0.2940051736757896,45.90034541815132,8.571494841006038,2.7145070782287783,0.571502936011082,9.73066301760744,264.0,3.168911716844083,19538.284898643993,42.48011892642918
ODP0129-0801B-044R-001/107-113,14.490989474552958,239.66116981771842,0.642641772188817,6157.978423009086,25.102884472575568,58.75210186180531,1.5028790576966642,537.0768985678942,32.7575995589239,26.123296235884833,1.9839325625000017,0.2753711831521088,46.53752873686864,6.614023872521206,2.787279244087867,0.4087880569417213,10.66950728818809,214.0,2.6470614425857057,19538.284898643993,35.81230283559836
ODP0129-0801B-044R-002/027-032,18.06600587014328,277.6408570582645,1.0075518995046233,8927.309255004748,33.59273755970346,69.99647683912622,1.6633353704699907,592.8677175470236,38.13497056931179,28.601570353187483,2.1028936073013935,0.3037238648288747,46.017075292389485,8.433736141654812,2.7572604365911646,0.567699961080285,10.08624580360887,254.0,3.077359030221314,19598.21828790364,40.56231933880639
ODP0129-0801B-044R-003/028-033,16.484903126655265,243.98959258210675,0.7702238190097302,7762.181460365051,27.492554283305008,60.31337148034571,1.4851199267382624,531.507178012603,36.98774878958263,38.155259091056976,2.5720803117469737,0.3865859130759851,47.66195070821841,5.2921082040930365,3.1398153500112937,0.5933969714970787,9.024212290892859,268.0,2.624403969928625,18938.951006047555,37.44900016994297
ODP0129-0801C-001R-001/014-020,16.91342229216409,271.375756162474,0.7669777939163549,7138.323182170005,26.557795964069467,57.70230967074371,1.6751634066017846,484.8413218720403,31.940560329576698,26.15513807060847,2.058420368989218,0.2954307278624528,45.73012923566406,7.149523527033872,2.7943781830911623,0.47758527269569356,10.732536947548809,221.0,2.713436668651416,16122.081710844279,38.00386856605648
ODP0129-0801C-001R-001/109-114,17.708831585341844,245.0696139277823,0.6687491030908767,7181.784682208892,26.263821757527587,58.822742323957925,1.4904354219733564,528.9572783042934,34.77936854424988,30.733098519357515,2.3258741411997046,0.3451619953513387,46.65631151798494,7.597314337870398,2.926193424328172,0.5119124340449512,9.812666647332765,242.0,2.6319474237763547,16781.348992700365,34.77406702594888
ODP0129-0801C-001R-005/033-038,16.516830251716495,249.1034180441094,0.7988116080049016,7837.77842855149,27.804432834088573,60.67161336169357,1.4851199267382624,537.5114075842201,36.98774878958263,36.87813818389144,2.5994401900891786,0.3729410206602614,47.57375877902442,5.751595224887684,3.152210528086416,0.6039976391839499,8.928794266326737,267.0,2.6345755492376206,18819.084227528267,37.4706555782027
ODP0129-0801C-002R-001/112-118,19.284786697995735,293.5610804322858,0.99586844681192,9560.331112172651,33.24030640562738,67.52267737674403,1.832432045330747,616.1912597949414,37.71004260034119,27.81424988123348,2.1928675718520485,0.3177688798972002,45.818257858395626,7.222326733931305,2.740639259807949,0.6316192870870476,9.69479510327541,259.0,3.168784698964621,18399.550502710757,40.21090625473296
ODP0129-0801C-002R-003/114-119,16.244327438933873,242.85949857380132,0.7860016150264996,7267.7392836461795,26.99002081283624,59.428031213004324,1.4905216794487983,525.4272402482052,36.90567225641762,36.16171513336976,2.547420447048093,0.36753747797368674,47.38246595128744,5.546387776133917,3.0896645584939453,0.5441077555462573,9.354528402536703,255.00000000000003,2.574764984986608,18998.8843953072,37.22954539900308
