,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
ODP0185-0801C-023R-003/080-084,,,,,,3.813278008298755,,,,,,,24.019607843137255,,,0.01276595744680851,,30.78740157480315,28.821752265861022,29.310344827586206,,,32.74939172749392,38.74296435272045,,30.21201413427562,,,0.5877728618678632,18.69198312236287,6.369426751592356,27.755905511811022,,,,,,12.916911600476764,30.406852248394,,,1.5309452333716196,0.15708502024291499,,27.578947368421055,,0.09181034482758621,,,,,,,,,32.15686274509804,,17.63085399449036,22.0,32.887700534759354,,5.801331513261513,30.572762611099378,,,13.5,,,32.22929936305732,26.823529411764703,,43.92764857881137,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.29,2.27,14.13,,13.82,,,,,0.212,6.89,10.26,,3.02,0.0734,0.225,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,57.3,,,,,46.8,,,,,117.0,,,,,,,,,,,Northwest,80.0,84.0,82.0,685.38,,,,,,,,,,,,,,,,,,,,,10.25952446035056,37.3490169316983,37.349870532480885,No_database_info,223.38,801,801,No_database_info
ODP0185-0801C-024R-001/046-049,,,,,,3.3775933609958506,,,,,,,20.751633986928105,,,0.3079787234042553,,28.385826771653544,27.009063444108758,26.379310344827584,,,30.170316301703167,36.49155722326454,,28.09187279151944,,,0.9609365589120377,16.160337552742618,6.560509554140127,27.086614173228345,,,,,,11.186501997814553,26.766595289079227,,,1.3132108001809895,0.2421052631578947,,24.421052631578945,,1.3965517241379313,,,,,,,,,28.496732026143793,,16.804407713498623,21.07142857142857,29.946524064171125,,5.915082052313758,27.07103649705275,,,49.875,,,31.337579617834397,25.58823529411764,,38.75968992248062,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.99,2.01,13.28,,15.1,,,,,0.214,7.17,10.3,,2.78,0.12,0.193,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,45.4,,,,,53.2,,,,,99.9,,,,,,,,,,,Northwest,46.0,49.0,47.5,691.76,,,,,,,,,,,,,,,,,,,,,10.29959209265626,36.1747691126782,36.17549995841204,No_database_info,229.76,801,801,No_database_info
ODP0185-0801C-025R-001/010-013,,,,,,3.20746887966805,,,,,,,21.241830065359476,,,0.015425531914893617,,30.236220472440944,29.123867069486405,27.931034482758623,,,31.824817518248178,35.647279549718576,,30.21201413427562,,,0.38677696496209524,16.244725738396625,5.101910828025478,28.77952755905512,,,,,,10.125478886912916,27.623126338329765,,,1.2587771918833317,0.2214574898785425,,25.052631578947366,,0.07370689655172415,,,,,,,,,30.065359477124183,,16.528925619834713,17.642857142857142,31.818181818181813,,5.165105302929637,27.07103649705275,,,9.0,,,31.46496815286624,27.470588235294116,,35.400516795865634,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.56,2.01,13.74,,13.95,,,,,0.248,6.86,11.58,,2.68,0.0483,0.185,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,57.5,,,,,61.3,,,,,110.0,,,,,,,,,,,Northwest,10.0,13.0,11.5,700.8,,,,,,,,,,,,,,,,,,,,,11.579609000732685,35.00114982134534,35.0017836963931,No_database_info,238.79999999999995,801,801,No_database_info
ODP0185-0801C-027R-003/066-069,,,,,,4.771784232365145,,,,,,,18.790849673202615,,,0.3452127659574468,,25.236220472440944,24.16918429003021,23.448275862068964,,,26.618004866180048,29.643527204502817,,25.08833922261484,,,0.7927726611024312,15.105485232067512,5.261146496815286,23.858267716535433,,,,,,9.01023901336392,23.554603854389722,,,1.1907351815112597,0.20931174089068824,,21.57894736842105,,0.9525862068965518,,,,,,,,,25.163398692810457,,17.493112947658403,17.285714285714285,26.604278074866308,,4.653698002074159,23.703992156623308,,,50.87499999999999,,,28.59872611464968,22.823529411764703,,29.974160206718345,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.64,1.76,13.99,,13.0,,,,,0.222,5.99,14.67,,2.45,0.099,0.175,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,57.3,,,,,64.6,,,,,92.2,,,,,,,,,,,Northwest,66.0,69.0,67.5,723.14,,,,,,,,,,,,,,,,,,,,,14.669630135828214,31.22725739652408,31.227726145909944,No_database_info,261.14,801,801,No_database_info
ODP0185-0801C-028R-001/110-114,,,,,,5.228215767634854,,,,,,,19.395424836601308,,,1.2819148936170213,,22.20472440944882,20.422960725075527,22.75862068965517,,,25.35279805352798,24.48405253283302,,21.37809187279152,,,4.436323780310575,15.738396624472575,19.61783439490446,20.118110236220474,,,,,,10.204226615748743,24.325481798715202,,,1.2247561866972958,0.16842105263157892,,22.63157894736842,,4.56896551724138,,,,,,,,,25.22875816993464,,16.94214876033058,15.642857142857142,24.144385026737968,,5.199962840059717,20.875674910662575,,,16.375,,,27.388535031847134,19.17647058823529,,25.788113695090438,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.75,1.55,13.31,,13.53,,,,,0.168,8.35,11.62,,2.51,0.554,0.18,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,70.5,,,,,63.6,,,,,88.1,,,,,,,,,,,Northwest,110.0,114.0,112.0,729.8,,,,,,,,,,,,,,,,,,,,,11.619619568280449,33.98331693450602,33.98391711216286,No_database_info,267.79999999999995,801,801,No_database_info
ODP0185-0801C-028R-002/036-038,,,,,,4.8962655601659755,,,,,,,20.42483660130719,,,0.1074468085106383,,26.53543307086614,25.377643504531722,24.999999999999996,,,27.980535279805355,30.95684803001876,,26.325088339222617,,,0.4204097445240165,16.624472573839665,4.312101910828025,24.84251968503937,,,,,,10.932638187488001,25.481798715203425,,,1.204343583585674,0.1769230769230769,,23.789473684210524,,0.18663793103448276,,,,,,,,,26.9281045751634,,17.079889807162534,81.42857142857142,27.80748663101604,,5.446569687850034,24.512082798326375,,,12.337499999999999,,,29.29936305732484,24.05882352941176,,30.49095607235142,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.82,14.38,,13.4,,,,,0.243,7.15,12.45,,2.5,0.0525,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,67.4,,,,,76.4,,,,,101.0,,,,,,,,,,,Northwest,36.0,38.0,37.0,730.4,,,,,,,,,,,,,,,,,,,,,12.449625908809107,34.91467459669616,34.91525120875752,No_database_info,268.4,801,801,No_database_info
ODP0185-0801C-028R-002/100-104,,,,,,8.008298755186722,,,,,,,15.53921568627451,,,0.6170212765957447,,21.456692913385826,20.966767371601208,19.999999999999996,,,22.72506082725061,24.390243902439025,,21.20141342756184,,,4.732612552641785,12.658227848101266,10.89171974522293,20.590551181102363,,,,,,9.681741134903822,19.95717344753747,,,0.9321755420973862,0.1506072874493927,,18.105263157894736,,2.241379310344828,,,,,,,,,21.241830065359476,,15.56473829201102,13.642857142857142,22.513368983957218,,5.612875391563507,21.145038457896927,,,152.5,,,22.993630573248407,19.705882352941174,,28.165374677002582,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.17,1.57,13.77,,11.79,,,,,0.182,7.72,13.78,,2.38,0.591,0.137,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,63.2,,,,,81.3,,,,,68.7,,,,,,,,,,,Northwest,100.0,104.0,102.0,731.04,,,,,,,,,,,,,,,,,,,,,13.77971044919123,31.742899775904338,31.743285015808127,No_database_info,269.04,801,801,No_database_info
ODP0185-0801C-029R-001/016-018,,,,,,2.800829875518672,,,,,,,26.633986928104576,,,,,36.61417322834646,35.0453172205438,32.93103448275862,,,38.83211678832117,43.52720450281426,,36.39575971731449,,,0.864842903020834,20.421940928270043,7.579617834394904,34.645669291338585,,,,,,13.458884649351894,34.903640256959314,,,1.6602250530785565,0.16275303643724695,,31.47368421052632,,0.15301724137931036,,,,,,,,,37.38562091503268,,16.115702479338843,49.57142857142857,38.50267379679144,,5.2693194137106305,32.727670988974225,,,84.0,,,39.745222929936304,33.470588235294116,,43.66925064599483,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.39,2.43,13.55,,14.97,,,,,0.274,6.7,10.98,,2.72,0.108,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,52.6,,,,,58.6,,,,,128.0,,,,,,,,,,,Northwest,16.0,18.0,17.0,738.06,,,,,,,,,,,,,,,,,,,,,10.979484303669054,35.55930799607968,35.560183008044696,No_database_info,276.05999999999995,801,801,No_database_info
ODP0185-0801C-030R-001/003-007,,,,,,3.3070539419087135,,,,,,,24.885620915032682,,,1.904255319148936,,33.1496062992126,30.15105740181269,30.689655172413794,,,36.83698296836983,41.18198874296435,,31.80212014134276,,,2.938864309339315,19.40928270042194,8.40764331210191,26.92913385826772,,,,,,12.41442170358725,32.890792291220556,,,1.7690922696738716,0.19554655870445342,,29.57894736842105,,5.948275862068966,,,,,,,,,35.55555555555556,,16.666666666666668,21.428571428571427,35.56149732620321,,5.5942415318349035,32.727670988974225,,,29.25,,,38.08917197452229,26.41176470588235,,41.860465116279066,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.22,2.43,13.77,,16.61,,,,,0.163,7.11,9.18,,2.8,0.367,0.26,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,37.9,,,,,41.1,,,,,124.0,,,,,,,,,,,Northwest,3.0,7.0,5.0,747.33,,,,,,,,,,,,,,,,,,,,,9.179450487516204,38.827523681421,38.82861758036214,No_database_info,285.33000000000004,801,801,No_database_info
ODP0185-0801C-030R-001/111-114,,,,,,4.149377593360995,,,,,,,24.673202614379086,,,0.1,,33.77952755905512,32.507552870090635,30.344827586206897,,,35.76642335766424,40.24390243902439,,33.56890459363957,,,0.4876753036478592,19.19831223628692,4.7834394904458595,32.047244094488185,,,,,,12.668381181668076,32.11991434689507,,,1.476511625073962,0.0534412955465587,,28.842105263157897,,0.2435344827586207,,,,,,,,,34.50980392156863,,15.289256198347108,22.214285714285715,35.56149732620321,,5.509750730985879,30.303399063865022,,,12.874999999999998,,,36.05095541401274,30.882352941176467,,40.0516795865633,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.09,2.25,13.02,,15.37,,,,,0.21,6.27,11.05,,2.6,0.0609,0.217,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,44.0,,,,,57.6,,,,,113.0,,,,,,,,,,,Northwest,111.0,114.0,112.5,748.41,,,,,,,,,,,,,,,,,,,,,11.049541368426986,34.76242087770253,34.76319484857722,No_database_info,286.41,801,801,No_database_info
ODP0185-0801C-030R-005/039-042,,,,,,2.5103734439834025,,,,,,,17.973856209150327,,,0.5531914893617021,,25.0,25.015105740181266,21.551724137931032,,,25.742092457420927,26.360225140712945,,25.08833922261484,,,1.553514103574461,14.514767932489452,8.152866242038217,26.574803149606304,,,,,,9.46688099376039,22.48394004282655,,,1.1363015732136021,0.10283400809716599,,20.736842105263158,,2.564655172413793,,,,,,,,,24.183006535947715,,15.426997245179065,13.5,25.695187165775398,,5.059511964070369,21.68376555236564,,,36.125,,,29.681528662420384,25.235294117647058,,28.940568475452196,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.53,1.61,11.93,,12.69,,,,,0.197,7.14,15.07,,2.57,0.194,0.167,,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,21.3,,,,,47.2,,,,,62.3,,,,,,,,,,,Northwest,39.0,42.0,40.5,752.55,,,,,,,,,,,,,,,,,,,,,15.069647043904638,27.25728238714172,27.257682049893926,No_database_info,290.54999999999995,801,801,No_database_info
ODP0185-0801C-031R-004/043-045,,,,,,4.813278008298755,,,,,,,24.673202614379086,,,0.042021276595744686,,34.05511811023622,32.80966767371601,30.517241379310345,,,35.571776155717764,40.43151969981238,,34.09893992932862,,,0.41800740312673645,19.113924050632914,4.840764331210191,33.110236220472444,,,,,,12.818270066415577,32.11991434689507,,,1.5037284292227908,0.9554655870445343,,28.31578947368421,,0.12241379310344827,,,,,,,,,34.50980392156863,,15.013774104683195,20.857142857142854,36.096256684491976,,5.610486769761275,30.303399063865022,,,10.812499999999998,,,37.64331210191083,31.64705882352941,,40.56847545219638,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.66,2.25,12.83,,15.19,,,,,0.23,6.07,11.27,,2.63,0.0522,0.221,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,50.9,,,,,51.5,,,,,117.0,,,,,,,,,,,Northwest,43.0,45.0,44.0,761.02,,,,,,,,,,,,,,,,,,,,,11.269532914388773,34.02805889840754,34.02882536975342,No_database_info,299.02,801,801,No_database_info
ODP0185-0801C-031R-007/007-010,,,,,,3.6141078838174274,,,,,,,22.54901960784314,,,1.9787234042553192,,30.393700787401574,29.123867069486405,27.06896551724138,,,32.26277372262774,33.208255159474675,,29.858657243816253,,,3.4273403934529343,19.70464135021097,8.40764331210191,27.95275590551181,,,,,,15.053846648464434,28.05139186295503,,,1.442490619887926,0.09757085020242914,,25.789473684210527,,6.724137931034483,,,,,,,,,30.26143790849673,,14.049586776859504,16.5,32.62032085561497,,7.813249974363407,27.609763591521467,,,14.874999999999998,,,36.87898089171974,26.88235294117647,,36.950904392764855,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.12,2.05,11.7,,17.37,,,,,0.161,8.1,9.21,,2.27,0.428,0.212,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,18.4,,,,,44.6,,,,,103.0,,,,,,,,,,,Northwest,7.0,10.0,8.5,764.81,,,,,,,,,,,,,,,,,,,,,9.209551935974751,35.842058989369605,35.84295351525159,No_database_info,302.80999999999995,801,801,No_database_info
ODP0185-0801C-032R-001/121-127,,,,,,2.514522821576763,,,,,,,17.483660130718953,,,2.7180851063829787,,23.77952755905512,21.993957703927492,21.72413793103448,,,26.180048661800488,27.392120075046904,,22.96819787985866,,,14.654282523408575,13.122362869198312,7.579617834394904,21.2992125984252,,,,,,8.3439252101701,23.768736616702352,,,1.1907351815112597,0.11336032388663968,,21.157894736842103,,19.56896551724138,,,,,,,,,25.42483660130719,,11.088154269972453,13.642857142857142,25.240641711229944,,4.442542770504855,21.414402005131283,,,4.825,,,23.94904458598726,20.52941176470588,,29.198966408268735,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.34,1.59,10.62,,17.51,,,,,0.141,8.94,6.31,,2.29,1.83,0.175,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,24.0,,,,,42.6,,,,,91.8,,,,,,,,,,,Northwest,121.0,127.0,124.0,767.51,,,,,,,,,,,,,,,,,,,,,6.309630135828214,38.14542048171174,38.1463418961385,No_database_info,305.51,801,801,No_database_info
ODP0185-0801C-034R-002/036-040,,,,,,5.560165975103734,,,,,,,26.96078431372549,,,3.1968085106382977,,35.511811023622045,34.68277945619335,31.03448275862069,,,37.031630170316305,39.49343339587242,,35.3356890459364,,,6.622454451835458,21.856540084388186,8.980891719745223,35.98425196850394,,,,,,14.442993967399895,33.61884368308351,,,1.4560990219623402,0.17611336032388664,,30.31578947368421,,12.06896551724138,,,,,,,,,35.35947712418301,,15.840220385674932,23.357142857142858,36.89839572192513,,5.858773995564365,29.629990195779133,,,77.375,,,37.77070063694267,34.11764705882353,,41.343669250645995,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.86,2.2,12.41,,17.27,,,,,0.186,5.95,9.43,,2.49,0.827,0.214,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,48.6,,,,,43.8,,,,,115.0,,,,,,,,,,,Northwest,36.0,40.0,38.0,786.9,,,,,,,,,,,,,,,,,,,,,9.429547708955644,35.922073285041805,35.92292839367555,No_database_info,324.9,801,801,No_database_info
ODP0185-0801C-035R-003/100-104,,,,,,5.684647302904564,,,,,,,30.22875816993464,,,0.39787234042553193,,38.30708661417323,38.670694864048336,32.58620689655172,,,39.61070559610706,41.088180112570356,,38.86925795053004,,,1.0089833868576397,25.400843881856538,9.80891719745223,38.93700787401575,,,,,,16.83478338806736,35.76017130620985,,,1.6262040478925204,0.1825910931174089,,33.473684210526315,,0.8965517241379312,,,,,,,,,37.189542483660134,,17.079889807162534,22.5,39.839572192513366,,8.092453357174637,31.919580347271157,,,100.75,,,44.64968152866241,36.882352941176464,,40.0516795865633,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.64,2.37,13.09,,14.65,,,,,0.217,6.02,10.82,,2.76,0.126,0.239,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,63.8,,,,,53.2,,,,,108.0,,,,,,,,,,,Northwest,100.0,104.0,102.0,798.62,,,,,,,,,,,,,,,,,,,,,10.819494871216818,34.96286168274637,34.963719370135735,No_database_info,336.62,801,801,No_database_info
ODP0185-0801C-037R-004/106-110,,,,,,5.850622406639004,,,,,,,27.12418300653595,,,0.04148936170212766,,35.944881889763785,34.38066465256798,32.41379310344827,,,38.15085158150852,43.62101313320826,,35.512367491166074,,,0.8888663169936348,20.421940928270043,4.961783439490445,33.77952755905512,,,,,,13.770712412409903,34.903640256959314,,,1.5581620375204488,0.054251012145748984,,31.263157894736842,,0.36465517241379314,,,,,,,,,36.9281045751634,,15.56473829201102,25.857142857142854,37.700534759358284,,5.642029704026578,30.707444384716553,,,13.0,,,36.7515923566879,32.76470588235294,,44.70284237726098,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.27,2.28,13.19,,15.41,,,,,0.216,6.1,10.83,,2.71,0.111,0.229,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,56.2,,,,,50.7,,,,,120.0,,,,,,,,,,,Northwest,106.0,110.0,108.0,818.32,,,,,,,,,,,,,,,,,,,,,10.829516006312348,35.21143713783253,35.212264345523586,No_database_info,356.32000000000005,801,801,No_database_info
ODP0185-0801C-037R-005/112-114,,,,,,6.680497925311204,,,,,,,20.751633986928105,,,1.6648936170212767,,27.125984251968504,26.404833836858007,24.310344827586203,,,5.158150851581509,32.5515947467167,,27.031802120141343,,,3.4673794167409366,17.172995780590718,6.063694267515923,26.968503937007878,,,,,,12.24641455145376,25.69593147751606,,,1.40846961470189,0.09473684210526316,,23.578947368421055,,6.163793103448277,,,,,,,,,27.058823529411764,,13.34710743801653,19.142857142857142,158.5561497326203,,5.837455188950579,25.724218760880976,,,32.75,,,30.254777070063692,25.58823529411764,,31.782945736434108,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.87,1.91,10.95,,21.77,,,,,0.131,8.88,7.19,,2.43,0.433,0.207,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.7,,,,,30.3,,,,,84.4,,,,,,,,,,,Northwest,112.0,114.0,113.0,819.58,,,,,,,,,,,,,,,,,,,,,7.189562503522517,38.43579116846131,38.43686438208018,No_database_info,357.58000000000004,801,801,No_database_info
ODP0185-0801C-038R-001/022-027,,,,,,5.850622406639004,,,,,,,23.529411764705884,,,0.5372340425531915,,31.574803149606296,30.271903323262837,27.931034482758623,,,33.333333333333336,35.45966228893058,,31.09540636042403,,,1.4974594709712588,18.9873417721519,5.019108280254777,29.763779527559056,,,,,,13.386634647518402,29.764453961456102,,,1.4288822178135117,0.19473684210526312,,27.36842105263158,,1.9698275862068968,,,,,,,,,31.830065359477125,,17.21763085399449,26.857142857142858,33.68983957219251,,5.76718288864033,29.495308422161955,,,70.49999999999999,,,36.43312101910828,28.88235294117647,,40.0516795865633,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.38,2.19,12.67,,13.26,,,,,0.273,5.98,15.67,,2.57,0.187,0.21,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,67.3,,,,,60.0,,,,,103.0,,,,,,,,,,,Northwest,22.0,27.0,24.5,823.02,,,,,,,,,,,,,,,,,,,,,15.669556162993857,27.79028993782116,27.790781844472708,No_database_info,361.02,801,801,No_database_info
ODP0185-0801C-038R-003/053-059,,,,,,6.348547717842323,,,,,,,20.915032679738562,,,3.7765957446808507,,27.874015748031496,26.948640483383684,25.68965517241379,,,29.878345498783457,33.39587242026266,,28.09187279151944,,,4.932807669081794,17.89029535864979,21.210191082802545,25.590551181102363,,,,,,13.606289185187272,26.766595289079227,,,1.1499099752880169,0.5991902834008097,,24.631578947368418,,8.189655172413794,,,,,,,,,28.758169934640527,,14.738292011019285,17.57142857142857,29.67914438502674,,7.319460190732703,29.629990195779133,,,79.25,,,30.19108280254777,24.352941176470583,,37.2093023255814,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.84,2.2,13.24,,17.14,,,,,0.0726,9.91,5.52,,2.66,0.616,0.169,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,67.0,,,,,53.2,,,,,96.0,,,,,,,,,,,Northwest,53.0,59.0,56.0,826.29,,,,,,,,,,,,,,,,,,,,,5.519642816885532,46.752868602542776,46.75394079161689,No_database_info,364.29,801,801,No_database_info
