,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
329-U1368F-7R-1-W 48/50,,,,,,7.053312165623547,,,,,,,29.97880531025087,,,0.11869020036548723,,34.07343178096538,32.08678519255039,30.61458859267069,,,33.71057535951803,43.30361081312019,,32.562300755649666,,,1.5214828849440598,24.829148633186723,3.8291680866290325,32.934436584819345,,,,,,18.26764875041215,39.12504457878706,,,1.655972427430302,0.3103226492327731,,31.9934870900448,,0.8888955520144204,,,,,,,,,35.562059058402376,0.8810520993575244,15.809917355371901,,34.295649192040905,,7.449488911771404,29.76467196939631,,34.33311603780521,13.12556007972665,,,28.199754101492996,33.090721070273155,,36.5374677002584,,,,,,,,,,,,,,,,,,49.96,2.21,13.46,,3.747120510018217,,8.633591540983605,,,0.21,6.55,10.76059743954481,,2.51,0.19,0.243375,,1.775291664401609e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,47.89,77.0,47.88,47.9,,,13.34,99.43397243954496,6.967374278074867,,47.88,47.9,0.1,4.0,0.0,3.9,0.1,0.0,0.0,0.0,0.0,10.760083064157334,36.0281029582369,36.029004883889534,No_database_info,38.69,U1368,U1368,No_database_info
329-U1368F-7R-1-W 90/92,,,,,,6.131687294694518,,,,,,,31.111611519607845,,,0.15274447749053086,,35.36729254413511,34.02483643100284,32.32808816290578,,,34.91457018372712,45.04365188524262,,33.736740196378676,,,1.4414048383680564,26.3545231769071,4.061187960486552,34.10144269640078,,,,,,19.97243215604608,40.886018850850704,,,1.7401744152657412,0.28551278725551155,,33.6558745537584,,0.8410946431864285,,,,,,,,,37.288012593479884,0.8554066437864977,16.005509641873278,,35.78047165706262,,10.400333324594955,30.16871729024785,,35.15845135636315,12.4752796524604,,,29.825787128985485,35.10618720542801,,36.935400516795866,,,,,,,,,,,,,,,,,,49.21,2.24,13.75,,4.056525731518374,,8.544126841633465,,,0.21,6.68,11.00469416785206,,2.56,0.18,0.25575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,48.31,78.0,48.3,48.32,,,13.55,99.64044416785208,7.060229814528594,,48.3,48.32,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.004153637783864,36.02780106117877,36.028728842900726,No_database_info,39.11,U1368,U1368,No_database_info
329-U1368F-7R-2-W 8/13,,,,,,26.55122394701212,,,,,,,33.16063876510569,,,0.1166483087834149,,38.0863778687909,36.37256800107398,35.11930070713448,,,37.577533859104555,47.55236537087326,,35.969846347228305,,,1.4414048383680564,27.83498330245655,4.702759080176375,35.69240303806088,,,,,,19.987140071908037,43.28726329813036,,,1.7401744152657412,0.4479676201294186,,35.94252571194195,,0.7334770230491647,,,,,,,,,39.66342508283391,0.9773684643818216,25.81542699724518,,38.30314973410056,,9.912363129040607,32.727670988974225,,37.685526535643355,7.7470500447810995,,,32.222893172200884,37.177950820609574,,38.58656330749354,,,,,,,,,,,,,,,,,,51.2,2.43,15.15,,2.522471372297153,,5.190775764932562,,,0.18,6.3,11.93022759601707,,3.02,0.18,0.25575,,0.6797281087565114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,48.945,79.0,48.92,48.97,F11,,8.29,99.6157057047736,4.672438315098469,,48.92,48.97,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,11.929687065948874,36.0675534649797,36.06839736833162,No_database_info,39.745000000000005,U1368,U1368,No_database_info
329-U1368F-7R-2-W 46/48,,,,,,6.998418920235841,,,,,,,30.13945005808219,,,1.2353805363406878,,34.06178259165568,32.904864080468066,31.890535027457258,,,34.27973912622018,44.0874765478424,,32.851926469762844,,,2.2421853041280877,25.574545774739317,3.8481278014409317,32.652428022392655,,,,,,19.368924635542974,39.68250422287197,,,1.6840397567087815,0.33229060601321725,,32.62454312782443,,2.4869800697735367,,,,,,,,,35.60418503251809,0.9200352671080878,15.884297520661157,,35.02523579122858,,9.064044041388154,29.629990195779133,,34.23022573883134,13.500160781769337,,,28.905023286335233,33.302600832715314,,35.723514211886304,,,,,,,,,,,,,,,,,,49.646,2.2,13.327,,4.975594721634952,,8.157964750528542,,,0.21,6.28,10.56735419630157,,2.57,0.28,0.2475,,0.0600000000000378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,49.31,80.0,49.3,49.32,A11,P8(F6),14.04,99.42785419630158,7.327804591194968,,49.3,49.32,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.566831102687187,35.949460732981194,35.950383059891955,No_database_info,40.11,U1368,U1368,No_database_info
329-U1368F-7R-2-W 93/95,,,,,,6.624052562935132,,,,,,,30.6838283459878,,,4.342124339666695,,35.62054631999682,34.156230187152055,32.696554365820155,,,34.79476294490396,44.31794341272256,,33.924174448545145,,,4.724604747984186,26.30447598609906,3.5865302753195323,35.80497744004831,,,,,,20.921350868228384,40.699821748662764,,,1.768241744544221,0.25560244002065613,,33.585176023138764,,6.854346485591767,,,,,,,,,37.054644476931244,0.872071817570125,16.414600550964188,,35.37249811059492,,10.820442397940292,29.76467196939631,,36.413304395988966,38.09373349822464,,,30.441110009383124,36.066173439857586,,35.34625322997416,,,,,,,,,,,,,,,,,,48.11,2.21,13.8,,8.219661450681452,,5.769304694386694,,,0.23,5.62,10.94366998577525,,2.59,0.59,0.259875,,0.7389654483723305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,49.78,81.0,49.77,49.79,,,14.63,99.72251043414758,7.875662089423905,,,,,,,,,,,,,10.943120737480148,35.75394033049885,35.75486543468729,No_database_info,40.58,U1368,U1368,No_database_info
329-U1368F-7R-2-W 113/115,,,,,,11.846583638011506,,,,,,,31.226189157043287,,,1.530460097342741,,36.73290376264165,35.82125978897944,34.26993676644527,,,37.397126126513896,46.79172562675289,,35.294828665594174,,,2.9628877233121163,27.887318088469865,3.578105660617933,36.667918910472835,,,,,,20.10762008251309,42.59095498209512,,,1.768241744544221,0.24102086048604054,,35.27618728281131,,3.0225019394439188,,,,,,,,,38.106372824918424,0.8982748561873279,18.651515151515152,,37.8264487635662,,12.189519008164796,31.11148970556809,,37.52032919212462,15.486341405663149,,,32.83782735125268,36.23417571298049,,37.77002583979328,,,,,,,,,,,,,,,,,,50.63,2.31,14.08,,5.206369912922327,,6.159267078369906,,,0.2,6.22,11.20810810810811,,2.78,0.37,0.259875,,0.2598960415834712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,49.98,82.0,49.97,49.99,,,12.05,100.3678791496916,6.521923300334378,,49.97,49.99,0.1,1.3,0.0,1.1,0.2,0.0,0.0,0.0,0.0,11.207558859813007,35.706689088351524,35.7075934001202,No_database_info,40.78,U1368,U1368,No_database_info
329-U1368F-7R-3-W 16/20,,,,,,14.262193573370771,,,,,,,32.55372106704503,,,1.6745701656307894,,36.87448713866085,34.713665349755985,34.249557140472255,,,37.0682632896852,46.652480655439234,,35.578735229653304,,,2.642575537008103,27.335834795992465,5.245706653982599,35.02827148169242,,,,,,21.98913086981961,42.18700925371601,,,1.8524437323796596,0.25949038758596593,,34.825307789291536,,3.0791855815643734,,,,,,,,,38.610156453799966,0.9189349212303076,20.35812672176309,,36.75688784285141,,10.544345034987298,30.842126158333734,,36.55781838584234,30.052819824774335,,,30.871680981547012,35.277536264366816,,36.984496124031004,,,,,,,,,,,,,,,,,,49.541,2.29,14.314,,5.298531770476842,,5.719021406570842,,,0.2,5.99,11.31998577524893,,2.76,0.33,0.27225,,0.6998600279943684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,50.52,83.0,50.5,50.54,,,11.653,99.3700958032433,6.356695740464521,,50.5,50.54,0.1,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,11.31941037227311,35.970602041419376,35.97154775555245,No_database_info,41.31999999999999,U1368,U1368,No_database_info
329-U1368F-8R-1-W 31/36,,,,,,11.327442944028551,,,,,,,34.59298371269866,,,0.7258057525610718,,37.7502903580307,36.911664030662564,34.062214934109846,,,37.36583977856807,46.65440797946301,,36.56438669002976,,,2.2421853041280877,29.890634884357517,3.9620516183348435,38.04191080251714,,,,,,22.198277725479446,44.16200529853681,,,1.7401744152657412,0.2721188280098286,,36.399374957688224,,1.9301802826339436,,,,,,,,,39.165726231736876,0.9024679925614937,20.239669421487605,,38.168615958324864,,13.312958009882978,31.6502168000368,,39.61839498380302,13.353706059204438,,,32.45868846508343,38.446978778042585,,38.395348837209305,,,,,,,,,,,,,,,,,,50.73,2.35,14.34,,4.623482586027112,,5.7028656725756,,,0.19,6.05,11.26913229018492,,2.9,0.28,0.25575,,0.5794205794204713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,57.335,85.0,57.31,57.36,,,10.96,99.9043028696054,5.744420366492147,,57.31,57.36,0.0,5.0,0.0,4.8,0.2,0.0,0.0,0.0,0.0,11.268591760116724,35.936844225131786,35.93772934733307,No_database_info,48.135000000000005,U1368,U1368,No_database_info
329-U1368F-8R-1-W 129/134,,,,,,19.63985292547745,,,,,,,31.70071561471304,,,4.455901171754548,,35.53201703661046,34.44951713055217,32.920002536453396,,,35.13179925504529,45.08485883779985,,34.58370625445885,,,4.083980375376161,26.691759867987496,3.782080265227718,34.69815086827627,,,,,,19.561756613266198,41.23358078031396,,,1.7121070859872611,0.25027728307181135,,33.849796480611516,,5.565713933971522,,,,,,,,,37.73377457558403,0.8585588769362394,21.96969696969697,,36.786895709255134,,10.159587598755335,31.246171479185268,,37.35731453895863,24.012062194863088,,,29.89153415632456,35.930211059373136,,37.52196382428941,,,,,,,,,,,,,,,,,,49.47,2.32,14.26,,6.735363544817007,,4.864172809664694,,,0.19,5.71,11.1877667140825,,2.81,0.51,0.251625,,1.219756048790241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,58.315,86.0,58.29,58.34,,,12.14,100.0691477628727,6.424008372093025,,58.29,58.34,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.18723490224121,35.850504768937,35.85137629733352,No_database_info,49.115,U1368,U1368,No_database_info
329-U1368F-8R-1-W 143/148,,,,,,12.723546580605502,,,,,,,33.22359837196069,,,0.5884461251664111,,38.671357319553266,37.880010665260855,35.29851099356533,,,38.959891913168846,47.080165765406214,,37.17141119984037,,,2.482419443856098,29.873374063439595,3.512529598278433,39.15747263364684,,,,,,22.455462675208768,44.14432332258942,,,1.7121070859872611,0.2732293565368523,,37.34735819153284,,1.7280629540215362,,,,,,,,,39.69398911468772,0.9239877543236936,20.735537190082646,,39.49117962286015,,13.90663629577347,31.11148970556809,,39.7303958664673,16.434739651238587,,,34.13080155777099,38.51933093439689,,38.01291989664083,,,,,,,,,,,,,,,,,,50.59,2.31,14.08,,4.352852283757111,,6.180432944618601,,,0.19,6.05,11.29964438122333,,2.81,0.31,0.251625,,0.5992808629644653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,58.455,87.0,58.43,58.48,,,11.22,99.7105502441878,6.235685902221054,,58.43,58.48,0.4,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.29911256938204,35.5706205583169,35.571489500335154,No_database_info,49.255,U1368,U1368,No_database_info
329-U1368F-8R-2-W 121/124,,,,,,7.924247810391219,,,,,,,28.10307134444927,,,1.4137145951727357,,33.5817847604978,32.54037143366716,31.54033035789903,,,34.0087707133401,43.76464316390691,,32.271754014576295,,,2.4023413972800944,24.789625804546755,3.6719126885550484,32.7290646872266,,,,,,16.392056352450172,38.74467791066201,,,1.7121070859872611,0.33976407794413516,,32.049898616383,,2.2157816743559096,,,,,,,,,35.06132877277895,0.9158742220766459,16.28787878787879,,34.61510216611473,,8.913133810734738,30.034035516630667,,34.15936954081037,14.624440486646499,,,28.944142296439654,32.8868610743226,,37.13953488372093,,,,,,,,,,,,,,,,,,49.43,2.23,13.43,,5.460256475800952,,7.766769171779142,,,0.22,6.27,10.63854907539118,,2.61,0.3,0.251625,,0.2797202797203376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,58.725,88.0,58.71,58.74,,,14.09,99.74989435511152,7.07386180246136,,58.71,58.74,0.3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.63801726354989,35.917364236566065,35.91829308338124,No_database_info,49.525000000000006,U1368,U1368,No_database_info
329-U1368F-9R-1-W 29/33,,,,,,4.758174987003871,,,,,,,29.102283954404168,,,2.841933727099258,,32.73244041472403,31.674639042354812,30.675508149354634,,,32.43615898260468,41.772809283757624,,31.790184479209223,,,4.404292561680173,24.462163683552212,5.339343634787623,31.61147419072616,,,,,,18.391285177238597,37.74761984737882,,,1.571770439594863,0.2522966205963697,,31.333870088444254,,5.593822608130087,,,,,,,,,33.61040308230572,0.8814669227734843,16.41184573002755,,33.40196629926385,,8.666494926081826,29.09126310131042,,32.448640632911754,17.049083916958473,,,27.489587121292978,32.01103521551159,,34.855297157622736,,,,,,,,,,,,,,,,,,48.57,2.16,13.65,,7.942700044314742,,5.487569960116732,,,0.18,5.77,10.81145092460882,,2.74,0.55,0.231,,0.799520287827393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,62.91,89.0,62.89,62.93,,,14.04,99.50197121243622,7.353929048795552,,62.89,62.93,0.1,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,10.810962703902062,35.53742623019878,35.538247540897565,No_database_info,53.71,U1368,U1368,No_database_info
329-U1368F-9R-1-W 95/99,,,,,,6.90210657048232,,,,,,,29.794365484235716,,,2.7006665046434386,,33.30026040622652,32.20432119070352,31.5252455745421,,,33.764988629150785,44.59912095379318,,32.448511238127246,,,2.882809676736113,24.915919925144532,3.593638365341891,31.690921638041893,,,,,,17.945111898325322,38.18976988339475,,,1.6840397567087815,0.2879463776703177,,31.873834766741894,,4.210563374631261,,,,,,,,,36.131249432249305,1.0161913678836911,17.0702479338843,,34.56290136413003,,7.334112248537504,29.8993537430135,,32.96429551787323,19.337864693846626,,,28.571104923872763,32.83575074116904,,36.63049095607235,,,,,,,,,,,,,,,,,,48.98,2.22,13.5,,6.650336473478504,,6.758697173869346,,,0.2,6.05,10.7300853485064,,2.77,0.36,0.2475,,0.3195526263231124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,63.57,90.0,63.55,63.59,,,14.16,99.5371379748295,7.393284291547571,,63.55,63.59,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.729562254892016,35.567526049041184,35.56841731189485,No_database_info,54.370000000000005,U1368,U1368,No_database_info
329-U1368F-10R-1-W 0/3,,,,,,7.220666061144382,,,,,,,31.993337789661307,,,3.0010341867575407,,35.42813636268061,34.10194615318822,33.582211148258736,,,35.14729950305037,46.18298642433058,,34.35641101564166,,,3.363277956192132,27.30672012917805,4.348497195579327,34.81160925553186,,,,,,20.632424692499786,41.64569098797533,,,1.9085783909366199,0.25069391538415536,,34.55325396875009,,4.50322559309222,,,,,,,,,38.29603811177381,0.9087723581478855,16.761707988980717,,36.69161456235588,,10.826121184218861,31.11148970556809,,37.00668279653122,31.582134089979238,,,30.55343556899953,35.83525091502782,,37.591731266149864,,,,,,,,,,,,,,,,,,47.87,2.31,13.87,,8.028404964586102,,6.274435531872508,,,0.23,5.5,10.82162162162162,,2.91,0.42,0.2805,,0.4398240703718916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,66.615,91.0,66.6,66.63,A5,P9(F7),15.0,99.65194569199352,8.352165120469731,,66.6,66.63,0.1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.821028782191986,35.75879910314523,35.75979286082231,No_database_info,57.41499999999999,U1368,U1368,No_database_info
329-U1368F-10R-1-W 3/5,,,,,,5.869420981550854,,,,,,,30.37512624124023,,,0.8234973537634175,,35.53760932229117,34.44472244198437,33.07378510112032,,,35.96701107719319,46.85608845057751,,33.828308841290394,,,2.9628877233121163,26.250173959360552,4.877421304296457,34.54866375163514,,,,,,20.322940676812948,40.40612761262867,,,1.7121070859872611,0.2400752269383252,,33.715973944762894,,2.0433450258963295,,,,,,,,,36.86303073150809,0.9077189400675424,12.330578512396695,,36.568308460220585,,10.042209589657245,32.05426212088834,,35.87184069526946,17.83445697519641,,,30.20784079290776,34.51815419627836,,31.36950904392765,,,,,,,,,,,,,,,,,,48.23,2.38,13.3,,5.30284999565548,,8.187435003910068,,,0.22,6.5,10.62837837837838,,2.52,0.37,0.251625,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,66.64,92.0,66.63,66.65,F5,,14.4,99.6400033783784,7.31596889712624,,66.63,66.65,0.1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.627846566537093,35.780964369052235,35.781895184752535,No_database_info,57.44,U1368,U1368,No_database_info
329-U1368F-10R-1-W 112/116,,,,,,4.756231682721892,,,,,,,30.253412202485425,,,0.09164612164023299,,35.518182331628154,34.480642313891614,32.84893316215934,,,35.72417249857466,45.455127058029746,,33.78507946653618,,,1.3613267917920535,26.831720481742575,3.191168756251977,35.84903738340007,,,,,,17.960576143909254,41.107789291562156,,,1.6840397567087815,0.26614923879005953,,34.17767980392175,,0.6783604674097669,,,,,,,,,36.31174692683238,0.9185576268467238,16.833333333333332,,36.446111844559546,,11.426742206242649,30.707444384716553,,36.68600574215476,16.771295928782035,,,30.677129307336628,35.519347225294844,,37.315245478036175,,,,,,,,,,,,,,,,,,49.81,2.28,13.88,,3.577327176108914,,8.246405541501977,,,0.2,6.25,11.13691322901849,,2.79,0.17,0.2475,,0.1599680063987027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,67.74000000000001,93.0,67.72,67.76,,,12.74,99.6643812354172,6.704674477338703,,67.72,67.76,0.1,4.5,0.2,4.3,0.0,0.0,0.0,0.0,0.0,11.136390135404106,35.678559377538626,35.67943166001449,No_database_info,58.540000000000006,U1368,U1368,No_database_info
329-U1368F-10R-2-W 57/62,,,,,,21.167353328918672,,,,,,,35.02853528159351,,,0.40724713397312234,,40.78916475730539,40.1206288224809,37.04505083657865,,,41.15092163310178,49.97134178859483,,39.159663029881614,,,2.642575537008103,31.770063510033424,3.7965502330437584,41.73388003890035,,,,,,21.613612206897376,46.70834951755946,,,1.8524437323796596,0.27599483593782753,,39.60022710029096,,1.3989534175833402,,,,,,,,,41.660142857218645,0.976178384904911,22.892561983471072,,41.83894996935535,,15.86538472336017,33.13171630982576,,42.33055990541942,18.481846623981376,,,36.556349872597174,40.967873400781215,,40.77260981912144,,,,,,,,,,,,,,,,,,51.578,2.46,14.451,,3.124637337800113,,6.025826395979899,,,0.19,6.15,11.35049786628734,,2.96,0.33,0.27225,,0.2998201079352502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,68.66,94.0,68.635,68.685,,,9.82,99.86156797422258,5.425890271011201,,68.635,68.685,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,11.349922463311518,35.845130622668584,35.84606084714955,No_database_info,59.46,U1368,U1368,No_database_info
329-U1368F-11R-1-W 10/14,,,,,,8.437356666588892,,,,,,,33.50502887546433,,,1.5251318705673755,,37.22468313740335,36.45811361414881,35.18381794153969,,,37.428006875336514,48.23407387735331,,36.45333897868485,,,3.283199909616129,28.987788687401235,3.518234983988888,36.299171246364416,,,,,,21.51742317176348,43.543582675806704,,,1.8243764031011804,0.25514782397738095,,35.66178674665939,,3.3587450292118306,,,,,,,,,39.66298453167967,0.9636724478487029,18.25757575757576,,38.19152534636093,,12.424463021212171,32.59298921535705,,39.05477028190686,22.199933528770114,,,32.186605741519465,36.96958655781455,,39.2609819121447,,,,,,,,,,,,,,,,,,50.08,2.42,14.13,,6.278756426185706,,5.419119216432866,,,0.18,5.51,10.95384068278805,,2.82,0.41,0.268125,,0.6397441023591635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,76.32,95.0,76.3,76.34,,,12.3,99.7117097851472,6.505433855421686,,,,,,,,,,,,,10.953273998039135,36.111161391245,36.112112293042856,No_database_info,67.11999999999999,U1368,U1368,No_database_info
329-U1368F-11R-1-W 81/86,,,,,,9.486008578485688,,,,,,,32.24863157248587,,,2.8123263946695674,,36.09454233706101,35.43959571654141,34.517773940561874,,,36.17462468060632,47.65441716290072,,35.65603153030716,,,3.683590142496145,27.017465965161144,3.75517653615688,35.37218970722502,,,,,,18.871658775627466,42.170507612553976,,,1.7963090738227003,0.26258207065033273,,34.10454206010899,,4.470657551304363,,,,,,,,,38.80881655107458,0.8985380697138708,18.658402203856753,,37.00312051156727,,8.691748119716225,32.59298921535705,,37.23324215039635,17.461617110225838,,,31.180814047187813,35.79251963533623,,39.49612403100775,,,,,,,,,,,,,,,,,,49.792,2.42,13.785,,6.817150525734482,,5.456564526838966,,,0.18,5.57,10.87247510668563,,2.8,0.46,0.264,,0.8190171793849584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,77.035,96.0,77.01,77.06,,,12.88,99.84249228607058,7.132301467835092,,77.01,77.06,0.1,5.5,0.0,5.4,0.1,0.0,0.0,0.0,0.0,10.871917140163625,35.659357601235264,35.660293441563944,No_database_info,67.835,U1368,U1368,No_database_info
329-U1368F-11R-1-W 133/137,,,,,,5.982102219777842,,,,,,,28.34196520021835,,,5.604629650108372,,31.925040495504238,31.0431275642474,30.05767527571717,,,31.88559987831655,44.87647908322938,,31.154485011102174,,,5.205073027440205,23.20770522830677,4.383784651092632,30.97578138777665,,,,,,14.810418455955892,37.333234329131685,,,1.7963090738227003,0.24960264931164874,,30.50171411078597,,7.8599198726706385,,,,,,,,,34.29052872080536,0.907658340951946,17.141873278236915,,33.07103153276695,,5.898101427849813,31.6502168000368,,33.12141418672233,16.0626096200896,,,26.638887262090048,32.36346580251913,,38.007751937984494,,,,,,,,,,,,,,,,,,47.64,2.35,13.48,,10.36572546960754,,5.115847077353215,,,0.2,4.99,10.39445234708393,,2.64,0.65,0.264,,1.138633639632449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,77.55,97.0,77.53,77.57,,,16.05,99.79708598671635,8.086780333425185,,77.53,77.57,2.0,10.0,0.0,9.5,0.5,0.0,0.0,0.0,0.0,10.393894380561925,36.0179796474774,36.01895600904558,No_database_info,68.35,U1368,U1368,No_database_info
329-U1368F-11R-2-W 20/23,,,,,,7.853842975955352,,,,,,,29.517186608070098,,,1.6166878279404313,,34.9830330134581,33.55679692789284,32.604234870226946,,,35.505506257467694,45.83223406907692,,33.31697709122818,,,2.80273163016011,26.057462628948073,3.597588801237718,34.9458091818001,,,,,,17.03652637820353,41.346906035547384,,,1.7963090738227003,0.35176976589093306,,33.67932227057828,,3.088678847467182,,,,,,,,,36.384298917475355,0.9156889403075936,16.75482093663912,,36.10754410527123,,9.789987817054733,31.515535026419624,,36.04168482228084,12.755702828061587,,,29.86866883268913,34.72734702501063,,38.57881136950905,,,,,,,,,,,,,,,,,,49.349,2.34,13.235,,5.598757873298199,,7.87611791403162,,,0.21,6.43,10.55718349928876,,2.6,0.35,0.264,,0.1799280287884204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,77.915,98.0,77.9,77.93,,,14.35,99.86511152807716,7.221937230476985,,77.9,77.93,1.0,8.0,0.0,7.5,0.5,0.0,0.0,0.0,0.0,10.556625532766752,35.68721137290294,35.688187627878484,No_database_info,68.715,U1368,U1368,No_database_info
