,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
ODP0185-0801C-025R-001/010-013,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.56,2.01,13.74,,13.95,,,,,0.248,6.86,11.58,,2.68,0.0483,0.185,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,57.5,,,,,61.3,,,,,110.0,,,,,,,,,,,Northwest,10.0,13.0,11.5,700.8,,,,,,,,,,,,,,,,,,,,,11.579609000732685,35.00114982134534,35.0017836963931,No_database_info,238.79999999999995,801,801,No_database_info
ODP0185-0801C-027R-003/066-069,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.64,1.76,13.99,,13.0,,,,,0.222,5.99,14.67,,2.45,0.099,0.175,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,57.3,,,,,64.6,,,,,92.2,,,,,,,,,,,Northwest,66.0,69.0,67.5,723.14,,,,,,,,,,,,,,,,,,,,,14.669630135828214,31.22725739652408,31.227726145909944,No_database_info,261.14,801,801,No_database_info
ODP0185-0801C-028R-001/110-114,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.75,1.55,13.31,,13.53,,,,,0.168,8.35,11.62,,2.51,0.554,0.18,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,70.5,,,,,63.6,,,,,88.1,,,,,,,,,,,Northwest,110.0,114.0,112.0,729.8,,,,,,,,,,,,,,,,,,,,,11.619619568280449,33.98331693450602,33.98391711216286,No_database_info,267.79999999999995,801,801,No_database_info
ODP0185-0801C-028R-002/036-038,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.82,14.38,,13.4,,,,,0.243,7.15,12.45,,2.5,0.0525,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,67.4,,,,,76.4,,,,,101.0,,,,,,,,,,,Northwest,36.0,38.0,37.0,730.4,,,,,,,,,,,,,,,,,,,,,12.449625908809107,34.91467459669616,34.91525120875752,No_database_info,268.4,801,801,No_database_info
ODP0185-0801C-028R-002/100-104,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.17,1.57,13.77,,11.79,,,,,0.182,7.72,13.78,,2.38,0.591,0.137,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,63.2,,,,,81.3,,,,,68.7,,,,,,,,,,,Northwest,100.0,104.0,102.0,731.04,,,,,,,,,,,,,,,,,,,,,13.77971044919123,31.742899775904338,31.743285015808127,No_database_info,269.04,801,801,No_database_info
ODP0185-0801C-029R-001/016-018,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.39,2.43,13.55,,14.97,,,,,0.274,6.7,10.98,,2.72,0.108,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,52.6,,,,,58.6,,,,,128.0,,,,,,,,,,,Northwest,16.0,18.0,17.0,738.06,,,,,,,,,,,,,,,,,,,,,10.979484303669054,35.55930799607968,35.560183008044696,No_database_info,276.05999999999995,801,801,No_database_info
ODP0185-0801C-030R-001/003-007,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.22,2.43,13.77,,16.61,,,,,0.163,7.11,9.18,,2.8,0.367,0.26,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,37.9,,,,,41.1,,,,,124.0,,,,,,,,,,,Northwest,3.0,7.0,5.0,747.33,,,,,,,,,,,,,,,,,,,,,9.179450487516204,38.827523681421,38.82861758036214,No_database_info,285.33000000000004,801,801,No_database_info
ODP0185-0801C-030R-001/111-114,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.09,2.25,13.02,,15.37,,,,,0.21,6.27,11.05,,2.6,0.0609,0.217,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,44.0,,,,,57.6,,,,,113.0,,,,,,,,,,,Northwest,111.0,114.0,112.5,748.41,,,,,,,,,,,,,,,,,,,,,11.049541368426986,34.76242087770253,34.76319484857722,No_database_info,286.41,801,801,No_database_info
ODP0185-0801C-030R-005/039-042,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.53,1.61,11.93,,12.69,,,,,0.197,7.14,15.07,,2.57,0.194,0.167,,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,21.3,,,,,47.2,,,,,62.3,,,,,,,,,,,Northwest,39.0,42.0,40.5,752.55,,,,,,,,,,,,,,,,,,,,,15.069647043904638,27.25728238714172,27.257682049893926,No_database_info,290.54999999999995,801,801,No_database_info
ODP0185-0801C-031R-004/043-045,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.66,2.25,12.83,,15.19,,,,,0.23,6.07,11.27,,2.63,0.0522,0.221,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,50.9,,,,,51.5,,,,,117.0,,,,,,,,,,,Northwest,43.0,45.0,44.0,761.02,,,,,,,,,,,,,,,,,,,,,11.269532914388773,34.02805889840754,34.02882536975342,No_database_info,299.02,801,801,No_database_info
ODP0185-0801C-031R-007/007-010,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.12,2.05,11.7,,17.37,,,,,0.161,8.1,9.21,,2.27,0.428,0.212,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,18.4,,,,,44.6,,,,,103.0,,,,,,,,,,,Northwest,7.0,10.0,8.5,764.81,,,,,,,,,,,,,,,,,,,,,9.209551935974751,35.842058989369605,35.84295351525159,No_database_info,302.80999999999995,801,801,No_database_info
ODP0185-0801C-032R-001/121-127,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.34,1.59,10.62,,17.51,,,,,0.141,8.94,6.31,,2.29,1.83,0.175,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,24.0,,,,,42.6,,,,,91.8,,,,,,,,,,,Northwest,121.0,127.0,124.0,767.51,,,,,,,,,,,,,,,,,,,,,6.309630135828214,38.14542048171174,38.1463418961385,No_database_info,305.51,801,801,No_database_info
ODP0185-0801C-034R-002/036-040,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.86,2.2,12.41,,17.27,,,,,0.186,5.95,9.43,,2.49,0.827,0.214,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,48.6,,,,,43.8,,,,,115.0,,,,,,,,,,,Northwest,36.0,40.0,38.0,786.9,,,,,,,,,,,,,,,,,,,,,9.429547708955644,35.922073285041805,35.92292839367555,No_database_info,324.9,801,801,No_database_info
ODP0185-0801C-035R-003/100-104,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.64,2.37,13.09,,14.65,,,,,0.217,6.02,10.82,,2.76,0.126,0.239,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,63.8,,,,,53.2,,,,,108.0,,,,,,,,,,,Northwest,100.0,104.0,102.0,798.62,,,,,,,,,,,,,,,,,,,,,10.819494871216818,34.96286168274637,34.963719370135735,No_database_info,336.62,801,801,No_database_info
ODP0185-0801C-037R-004/106-110,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.27,2.28,13.19,,15.41,,,,,0.216,6.1,10.83,,2.71,0.111,0.229,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,56.2,,,,,50.7,,,,,120.0,,,,,,,,,,,Northwest,106.0,110.0,108.0,818.32,,,,,,,,,,,,,,,,,,,,,10.829516006312348,35.21143713783253,35.212264345523586,No_database_info,356.32000000000005,801,801,No_database_info
ODP0185-0801C-037R-005/112-114,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.87,1.91,10.95,,21.77,,,,,0.131,8.88,7.19,,2.43,0.433,0.207,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.7,,,,,30.3,,,,,84.4,,,,,,,,,,,Northwest,112.0,114.0,113.0,819.58,,,,,,,,,,,,,,,,,,,,,7.189562503522517,38.43579116846131,38.43686438208018,No_database_info,357.58000000000004,801,801,No_database_info
ODP0185-0801C-038R-001/022-027,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.38,2.19,12.67,,13.26,,,,,0.273,5.98,15.67,,2.57,0.187,0.21,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,67.3,,,,,60.0,,,,,103.0,,,,,,,,,,,Northwest,22.0,27.0,24.5,823.02,,,,,,,,,,,,,,,,,,,,,15.669556162993857,27.79028993782116,27.790781844472708,No_database_info,361.02,801,801,No_database_info
ODP0185-0801C-038R-003/053-059,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.84,2.2,13.24,,17.14,,,,,0.0726,9.91,5.52,,2.66,0.616,0.169,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,67.0,,,,,53.2,,,,,96.0,,,,,,,,,,,Northwest,53.0,59.0,56.0,826.29,,,,,,,,,,,,,,,,,,,,,5.519642816885532,46.752868602542776,46.75394079161689,No_database_info,364.29,801,801,No_database_info
ODP0185-0801C-042R-002/034-038,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.3,1.72,14.81,,11.98,,,,,0.193,6.75,10.82,,2.82,0.187,0.173,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,56.5,,,,,77.2,,,,,104.0,,,,,,,,,,,Northwest,34.0,38.0,36.0,861.55,,,,,,,,,,,,,,,,,,,,,10.81963436284732,37.66104159755782,37.66167828929458,No_database_info,399.55,801,801,No_database_info
ODP0185-0801C-043R-001/013-015,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.46,2.04,13.52,,13.72,,,,,0.241,6.61,11.44,,2.78,0.0732,0.181,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,64.6,,,,,51.0,,,,,108.0,,,,,,,,,,,Northwest,13.0,15.0,14.0,869.23,,,,,,,,,,,,,,,,,,,,,11.439617454770897,34.690893494193936,34.69151263122145,No_database_info,407.23,801,801,No_database_info
ODP0185-0801C-043R-002/101-104,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.06,1.73,12.11,,16.72,,,,,0.207,6.72,8.67,,2.63,1.42,0.172,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,34.0,,,,,56.0,,,,,100.0,,,,,,,,,,,Northwest,101.0,104.0,102.5,871.57,,,,,,,,,,,,,,,,,,,,,8.669636476356873,35.89495510327184,35.89565834691248,No_database_info,409.5700000000001,801,801,No_database_info
ODP0185-0801C-043R-003/050-055,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.84,1.34,9.53,,18.12,,,,,0.191,7.58,8.22,,1.94,2.24,0.107,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,53.7,,,,,52.2,,,,,75.7,,,,,,,,,,,Northwest,50.0,55.0,52.5,872.42,,,,,,,,,,,,,,,,,,,,,8.219773854477824,31.66997990125828,31.67041265273574,No_database_info,410.42,801,801,No_database_info
ODP0185-0801C-046R-002/048-052,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.74,1.8,13.18,,12.59,,,,,0.189,5.88,12.47,,2.93,0.54,0.196,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,64.7,,,,,39.8,,,,,112.0,,,,,,,,,,,Northwest,48.0,52.0,50.0,899.9,,,,,,,,,,,,,,,,,,,,,12.4695857521276,31.94568626526087,31.946269467531664,No_database_info,437.9,801,801,No_database_info
ODP0185-0801C-050M-001/029-032,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.05,2.29,15.36,,13.17,,,,,0.242,6.79,10.46,,3.09,0.0948,0.218,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,84.2,,,,,61.2,,,,,119.0,,,,,,,,,,,Northwest,29.0,32.0,30.5,931.79,,,,,,,,,,,,,,,,,,,,,10.459539254917432,38.822898291891065,38.82372033871248,No_database_info,469.79,801,801,No_database_info
ODP0185-0801C-052M-001/047-049,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.52,2.17,13.74,,13.65,,,,,0.259,6.97,11.14,,2.85,0.105,0.209,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1,59.2,,,,,44.6,,,,,122.0,,,,,,,,,,,Northwest,47.0,49.0,48.0,933.27,,,,,,,,,,,,,,,,,,,,,11.13955827650341,35.415220408701884,35.41595356169899,No_database_info,471.27,801,801,No_database_info
329-U1365E-2R-1-W 36/40,,,,,,,,,,,,,,,,,,50.39,1.48,15.82,,4.42191677506775,,3.211274902439025,,,0.17,7.33,12.33705547652916,,2.92,0.22,0.136125,,1.27821050529245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,71.38,0.0,71.36,71.4,A1,P1(F1),7.99,100.0713909818216,4.50188994941297,,71.36,71.4,0.1,3.1,0.1,2.9,0.2,0.1,0.0,0.0,0.0,12.336767775041247,36.54170844055358,36.542149970871264,No_database_info,0.3799999999999954,U1365,U1365,No_database_info
329-U1365E-2R-1-W 65/69,,,,,,,,,,,,,,,,,,49.5,1.45,15.32,,3.454066005538249,,6.089340595015576,,,0.14,7.43,12.31671408250356,,2.73,0.07,0.14025,,0.6997201119551852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,71.67,1.0,71.65,71.69,F1,,10.22,100.0166841944587,5.648500548716879,,71.65,71.69,0.1,3.4,0.0,3.2,0.1,0.1,0.1,0.0,0.0,12.316417662788744,36.23369294539612,36.23415481673401,No_database_info,0.6700000000000017,U1365,U1365,No_database_info
329-U1365E-3R-1-W 130/134,,,,,,,,,,,,,,,,,,49.25,1.41,14.91,,3.407494307284463,,6.482255123443983,,,0.16,7.95,12.09295874822191,,2.7,0.1,0.136125,,0.7593924860111961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,82.12,2.0,82.1,82.14, ,,10.61,100.0784762342331,5.701005482672119,,82.1,82.14,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.092671046734,35.97332681707324,35.973780835113175,No_database_info,11.120000000000005,U1365,U1365,No_database_info
329-U1365E-3R-2-W 20/22,,,,,,,,,,,,,,,,,,49.73,1.42,15.33,,4.076638127508313,,4.881025685242518,,,0.14,7.29,12.30654338549075,,2.79,0.13,0.136125,,0.8598280343930712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,82.4,3.0,82.39,82.41,F2,,9.5,99.63249641988384,5.141660308376196,,82.39,82.41,0.1,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,12.30625568400284,36.12478053642237,36.12522584155256,No_database_info,11.400000000000006,U1365,U1365,No_database_info
329-U1365E-3R-2-W 22/24,,,,,,,,,,,,,,,,,,49.48,1.46,15.07,,6.248647805092187,,3.601216975417032,,,0.14,7.08,12.14381223328592,,2.81,0.33,0.14025,,1.179292424545365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,82.42,4.0,82.41,82.43,A2,P2(F2),10.25,100.0833546578313,5.720585849476023,,82.41,82.43,0.1,3.4,0.0,3.4,0.0,0.1,0.0,0.0,0.0,12.143515813571105,35.770453124761886,35.77091072920132,No_database_info,11.420000000000002,U1365,U1365,No_database_info
329-U1365E-3R-2-W 52/56,,,,,,,,,,,,,,,,,,48.83,1.2,17.45,,5.691615467908335,,2.779546078882498,,,0.12,6.68,12.04210526315789,,2.65,0.47,0.103125,,1.838896662002951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,82.72999999999999,5.0,82.71,82.75,,,8.78,100.1641269251609,5.063392406171189,,82.71,82.75,0.6,14.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,12.04188730748523,39.46790471125743,39.468258469638144,No_database_info,11.72999999999999,U1365,U1365,No_database_info
329-U1365E-3R-3-W 33/37,,,,,,,,,,,,,,,,,,46.35,1.1,17.19,,2.939932702516375,,5.310060567735262,,,0.13,10.78,10.20120910384068,,2.2,0.08,0.094875,,3.236116660008078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,83.56,6.0,83.54,83.58,,,8.84,100.2022007638488,5.155494149730933,,83.54,83.58,1.2,7.0,1.5,4.0,2.0,0.0,0.0,2.0,0.0,10.201008584621832,43.58120500826532,43.58160784082624,No_database_info,12.560000000000002,U1365,U1365,No_database_info
329-U1365E-3R-3-W 112/116,,,,,,,,,,,,,,,,,,47.989,1.12,17.32,,3.20665760560147,,5.043008154958677,,,0.13,7.93,11.89971550497866,,2.53,0.07,0.094875,,1.640000000000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,84.35,7.0,84.33,84.37,,,8.81,99.53359050497876,4.997893792733548,,84.33,84.37,0.7,4.5,0.6,2.6,0.7,0.2,0.3,0.0,0.0,11.899514985759811,40.09826708852569,40.0986055466536,No_database_info,13.349999999999994,U1365,U1365,No_database_info
329-U1365E-3R-4-W 66/68,,,,,,,,,,,,,,,,,,48.863,1.17,18.211,,3.093884951716115,,4.793503543455497,,,0.12,6.72,12.58115220483641,,2.5,0.07,0.0989999999999999,,0.9388733519775676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,85.07,8.0,85.06,85.08,F3,,8.42,99.69302555681398,4.813704156132439,,85.06,85.08,0.4,4.0,0.1,2.5,1.5,0.0,0.0,0.0,0.0,12.580942967390657,40.22350463203433,40.2238426276268,No_database_info,14.069999999999991,U1365,U1365,No_database_info
