,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
329-U1368F-6R-1-W 83/87,7.137873084873713,2.920634922427772,-1.5202778041099876,-0.6688379477525546,-1.256210911826785,2.968725468823072,,,-4.168428951789039,1.6310217806234606,2.073494390146921,,,1.6660351147255295,2.644969718947946,2.969127388145777,0.7465101429917027,-0.6314594587021887,-0.2169066399000079,0.005447846679946605,1.2267284636119768
329-U1368F-6R-1-W 119/123,18.31381002257134,0.11829327676811063,-0.34863789773090836,-0.29146397621544207,-0.7968483879333448,6.914471171789216,,,0.22701349023594197,0.8650395046929278,1.7372607239061324,,,0.34928532567337633,1.3072979803641367,1.8478058915034214,-0.5753110492117699,-0.7708309867373382,-0.289434017382336,0.01484268942075026,1.3396368015395073
329-U1368F-7R-1-W 48/50,0.12301918530449996,-0.5572964627159123,0.17098221441524553,-0.9251854908616917,-0.5386141810276683,-0.2732949962856974,,,1.4424220502460674,-0.43760409137399137,1.4209931168231922,,,-0.32188188759275427,0.7170204818455304,1.3253429617003256,0.19477289403477016,-0.15368328259870623,-0.44726377566326736,0.022280879691983835,0.9454186085080085
329-U1368F-7R-1-W 90/92,-0.04805875550374461,-1.7002750064581433,-0.7460670251270884,-1.9994220273573395,-0.8541982287872418,-1.067346321617599,,,-0.6271237004630894,-0.3876088421430097,1.917305894671765,,,0.5598766625818996,1.5763942038319634,1.6502207464517102,-0.6886670620237609,0.06869885952163646,-0.4380545854409683,0.032250975209239835,1.2686186711894987
329-U1368F-7R-2-W 8/13,-0.22792736000804892,5.704572526086837,-0.4779174131994255,-3.2825454810132846,-0.6889055640356716,-0.09072733103506492,,,4.008778361928812,3.0637146077278397,2.2959841861414176,,,0.894527262076652,2.199414050804217,1.9811737562251555,1.2404230232966142,-0.19916878392334514,0.0024398794393629686,0.015278214923773181,2.4738464541883864
329-U1368F-7R-2-W 46/48,5.557963637159961,-1.3747709922657494,-0.34758961580256553,-1.4014168052057663,-0.7586656481424399,1.0744708268615852,,,0.7272988908119942,-0.7207774424412428,1.8816557000331073,,,0.4424474490652788,1.3878068974416866,1.406879024157739,-0.19800251830067594,-0.3070428937620102,-0.3980802448708989,0.02774425738878672,0.7997982343146397
329-U1368F-7R-2-W 93/95,21.433459577303942,-1.7748689602022845,-0.7791953145414632,7.842787446527112,-1.2304483939530568,6.130492487955823,,,-4.093784707434073,-0.5021900574409628,2.2522358206894406,,,1.6844534027833298,3.0931838084879555,3.4296015447409403,-1.6974534168182416,-0.9859194268127904,-0.44660034557694805,0.040823590803325316,0.8350470202000739
329-U1368F-7R-2-W 113/115,7.243206580099891,0.2504948814573229,-1.1603605999744762,-1.16817803393496,-0.65958315307443,2.1548454812938074,,,-3.089057552068885,0.025961695916763894,2.412368632403327,,,2.1358277784189763,2.571699506358348,2.9753360956726738,0.8198464385349524,-0.34802144169638005,-0.14774054586694518,0.02982939942343993,0.6803516170052042
329-U1368F-7R-3-W 16/20,8.11194256633129,1.2998530334240992,-0.8122924231444326,4.785583731927278,-1.3557899931723894,2.51883215517199,,,-3.066194829935373,0.7859072376839418,2.1259594862608253,,,1.5175304052113674,2.354154473697509,3.0448078608805176,-0.32822013796035066,-0.6448275378693937,-0.3036505518055326,0.04094997650473603,1.8265391672633573
329-U1368F-8R-1-W 31/36,3.1884433324424455,-1.0002824788401075,-1.7354292419013553,-2.7489103572777687,-1.4798930842341607,0.7160890313562618,,,-6.72577412517518,0.4919189769698713,2.3720650562694026,,,1.8829624436430006,3.289834337053561,3.7397191121279256,0.5622005734933069,-0.5366888604300986,-0.25904587368922716,0.01232369170774722,0.9849583775172928
329-U1368F-8R-1-W 129/134,17.38531510651771,3.164448886500355,-0.7695973756131096,2.733921645452833,-0.7327104283159036,5.68030995651332,,,-1.6157307979777666,1.55561281865364,1.8556510791366279,,,0.37763234724773476,1.8980896002511187,1.7764069408060745,-0.4508485680331873,-0.8989576910260393,-0.16750472388419801,0.023510391772844697,1.4578571667139428
329-U1368F-8R-1-W 143/148,2.1115091016585046,-0.4355575579368045,-1.688195292683647,-1.8552943359768754,-1.3720414918762307,0.40699854478137176,,,-3.8854982374608245,0.6794975527470459,2.8688360032291556,,,2.794903607157865,3.663319147768524,4.449401647134776,0.7394127982346177,-0.5567013293634897,-0.31334841050814877,0.015602234837047702,0.7268925491287401
329-U1368F-8R-2-W 121/124,4.970794099324444,-0.611059732800808,-0.24138830642655895,-0.9328141124700604,0.17064103105790185,-0.23323286495315276,,,1.964980315196284,-0.09363554310720357,1.6321057444761244,,,-1.7717789223773686,0.4775294571367681,0.6541788076719861,-0.813064699472946,-0.23055074674429932,-0.2852932681038607,0.028980742887730504,-0.05374713170870038
