SAMPLE ID,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth
ODP0185-0801C-016R-002/027-031,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.36,2.02,12.66,,19.57,,,,,0.212,5.63,13.67,,2.2,2.42,0.229,,14.57,,,,,,,,,,,,,,,,70.5,42.6,30.9,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,12.8,2.44,13.3,4.74,1.57,6.98,1.25,8.1,1.77,4.87,,4.54,0.71,,,,,,13.8,0.926,,,,,,42.6,145.0,0.709,30.9,13.8,,3.68,,,,,,13.6,,,,,,3.09,70.5,,,,,0.569,,,38.8,,,,,,39.7,,,,147.0,0.252,,0.204,,,0.764,328.0,,65.1,67.0,170.0,,,,,,,,,,,pacific_plate_west_ref,27.0,31.0,29.0,625.01
ODP0185-0801C-016R-002/082-086,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.77,2.83,18.5,,8.98,,,,,0.15,2.76,13.41,,3.41,0.733,0.271,,9.11,,,,,,,,,,,,,,,,39.0,19.2,28.1,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,13.6,2.53,13.7,4.76,1.71,6.44,1.16,7.35,1.58,4.47,,4.27,0.641,,,,,,11.2,0.498,,,,,,19.2,210.0,0.201,28.1,23.3,,4.44,,,,,,10.2,,,,,,4.6,39.0,,,,,0.939,,,11.2,,,,,,50.8,,,,171.0,0.339,,0.251,,,0.428,455.0,,55.0,57.5,189.0,,,,,,,,,,,pacific_plate_west_ref,82.0,86.0,84.0,625.56
ODP0185-0801C-016R-005/062-065,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.89,1.31,6.56,,16.65,,,,,0.499,2.97,21.59,,1.91,0.549,0.186,,14.54,,,,,,,,,,,,,,,,40.4,30.8,13.5,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,8.88,1.68,8.47,2.72,0.904,3.72,0.658,4.28,0.964,2.78,,2.86,0.454,,,,,,9.14,0.623,,,,,,30.8,43.3,0.0273,13.5,9.59,,2.38,,,,,,14.4,,,,,,2.91,40.4,,,,,0.363,,,4.6,,,,,,18.1,,,,134.0,0.21,,0.168,,,1.73,234.0,,34.0,55.7,109.0,,,,,,,,,,,pacific_plate_west_ref,62.0,65.0,63.5,629.51
ODP0185-0801C-018R-001/064-069,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.73,2.43,13.49,,15.45,,,,,0.243,6.38,10.71,,2.84,0.0694,0.235,,0.18,,,,,,,,,,,,,,,,47.1,42.5,63.2,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,15.1,2.76,14.9,5.26,1.78,7.18,1.32,8.35,1.79,5.09,,5.11,0.794,,,,,,9.72,0.69,,,,,,42.5,108.0,0.0035,63.2,19.3,,4.23,,,,,,8.33,,,,,,4.41,47.1,,,,,0.403,,,0.338,,,,,,45.4,,,,125.0,0.314,,0.194,,,0.134,448.0,,57.1,110.0,166.0,,,,,,,,,,,pacific_plate_west_ref,64.0,69.0,66.5,642.84
ODP0185-0801C-021R-002/086-089,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.13,1.76,12.67,,13.27,,,,,0.25,6.07,19.04,,2.5,0.252,0.2,,8.46,,,,,,,,,,,,,,,,65.4,43.2,48.3,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,14.2,2.52,13.4,4.57,1.57,6.58,1.21,7.76,1.74,5.02,,4.97,0.786,,,,,,9.33,0.615,,,,,,43.2,119.0,0.154,48.3,15.3,,2.97,,,,,,11.4,,,,,,3.12,65.4,,,,,0.358,,,7.32,,,,,,38.9,,,,136.0,0.214,,0.162,,,0.916,360.0,,56.2,87.5,118.0,,,,,,,,,,,pacific_plate_west_ref,86.0,89.0,87.5,672.29
ODP0185-0801C-023R-003/080-084,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.29,2.27,14.13,,13.82,,,,,0.212,6.89,10.26,,3.02,0.0734,0.225,,0.18,,,,,,,,,,,,,,,,46.8,42.0,57.3,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,14.7,2.62,14.2,4.92,1.7,6.73,1.23,7.82,1.71,4.77,,4.56,0.705,,,,,,9.19,0.561,,,,,,42.0,110.0,0.0024,57.3,19.3,,4.13,,,,,,10.0,,,,,,4.43,46.8,,,,,0.388,,,0.213,,,,,,48.9,,,,128.0,0.308,,0.245,,,0.108,437.0,,50.6,117.0,170.0,,,,,,,,,,,pacific_plate_west_ref,80.0,84.0,82.0,685.38
ODP0185-0801C-024R-001/046-049,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.99,2.01,13.28,,15.1,,,,,0.214,7.17,10.3,,2.78,0.12,0.193,,0.58,,,,,,,,,,,,,,,,53.2,42.0,45.4,,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,12.7,2.32,12.5,4.36,1.53,6.2,1.12,7.21,1.59,4.47,,4.35,0.688,,,,,,8.14,0.599,,,,,,42.0,109.0,0.0579,45.4,18.2,,3.89,,,,,,10.3,,,,,,4.08,53.2,,,,,0.598,,,3.24,,,,,,45.2,,,,122.0,0.295,,0.251,,,0.399,412.0,,49.2,99.9,150.0,,,,,,,,,,,pacific_plate_west_ref,46.0,49.0,47.5,691.76
ODP0185-0801C-025R-001/010-013,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.56,2.01,13.74,,13.95,,,,,0.248,6.86,11.58,,2.68,0.0483,0.185,,0.67,,,,,,,,,,,,,,,,61.3,45.8,57.5,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,13.0,2.38,12.9,4.6,1.62,6.54,1.19,7.68,1.71,4.82,,4.67,0.731,,,,,,7.73,0.47,,,,,,45.8,207.0,0.0029,57.5,18.6,,3.8,,,,,,8.01,,,,,,3.23,61.3,,,,,0.547,,,0.171,,,,,,48.0,,,,120.0,0.247,,0.186,,,0.072,434.0,,49.4,110.0,137.0,,,,,,,,,,,pacific_plate_west_ref,10.0,13.0,11.5,700.8
ODP0185-0801C-027R-003/066-069,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.64,1.76,13.99,,13.0,,,,,0.222,5.99,14.67,,2.45,0.099,0.175,,3.83,,,,,,,,,,,,,,,,64.6,43.7,57.3,,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,11.5,2.05,11.0,3.85,1.36,5.47,0.995,6.41,1.42,4.0,,3.88,0.606,,,,,,11.5,0.506,,,,,,43.7,195.0,0.0649,57.3,16.8,,3.16,,,,,,8.26,,,,,,3.31,64.6,,,,,0.517,,,2.21,,,,,,43.9,,,,127.0,0.242,,0.195,,,0.407,370.0,,44.9,92.2,116.0,,,,,,,,,,,pacific_plate_west_ref,66.0,69.0,67.5,723.14
ODP0185-0801C-028R-001/110-114,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.75,1.55,13.31,,13.53,,,,,0.168,8.35,11.62,,2.51,0.554,0.18,,5.72,,,,,,,,,,,,,,,,63.6,35.4,70.5,,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,11.87,2.15,11.36,3.86,1.32,5.21,0.903,5.64,1.21,3.38,,3.26,0.511,,,,,,12.6,0.515,,,,,,35.4,172.0,0.241,70.5,15.5,,2.61,,,,,,30.8,,,,,,2.85,63.6,,,,,0.416,,,10.6,,,,,,35.3,,,,123.0,0.219,,0.163,,,0.131,305.0,,43.0,88.1,99.8,,,,,,,,,,,pacific_plate_west_ref,110.0,114.0,112.0,729.8
ODP0185-0801C-028R-002/036-038,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.82,14.38,,13.4,,,,,0.243,7.15,12.45,,2.5,0.0525,0.177,,,,,,,,,,,,,,,,,,76.4,52.9,67.4,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,12.5,2.26,11.9,4.12,1.45,5.75,1.04,6.74,1.49,4.2,,4.09,0.631,,,,,,11.8,0.53,,,,,,52.9,196.0,0.0202,67.4,16.4,,3.3,,,,,,6.77,,,,,,3.85,76.4,,,,,0.437,,,0.433,,,,,,44.4,,,,124.0,1.14,,0.212,,,0.0987,370.0,,46.0,101.0,118.0,,,,,,,,,,,pacific_plate_west_ref,36.0,38.0,37.0,730.4
ODP0185-0801C-028R-002/100-104,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.17,1.57,13.77,,11.79,,,,,0.182,7.72,13.78,,2.38,0.591,0.137,,5.08,,,,,,,,,,,,,,,,81.3,45.7,63.2,,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.51,1.72,9.32,3.25,1.16,4.67,0.842,5.45,1.2,3.47,,3.35,0.523,,,,,,19.3,0.556,,,,,,45.7,215.0,0.116,63.2,14.4,,2.6,,,,,,17.1,,,,,,2.81,81.3,,,,,0.372,,,5.2,,,,,,38.7,,,,113.0,0.191,,0.123,,,1.22,320.0,,36.1,68.7,109.0,,,,,,,,,,,pacific_plate_west_ref,100.0,104.0,102.0,731.04
ODP0185-0801C-029R-001/016-018,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.39,2.43,13.55,,14.97,,,,,0.274,6.7,10.98,,2.72,0.108,0.244,,,,,,,,,,,,,,,,,,58.6,50.0,52.6,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,16.3,2.99,16.3,5.72,1.91,7.98,1.44,9.3,2.06,5.8,,5.69,0.88,,,,,,6.75,0.685,,,,,,50.0,97.6,,52.6,19.5,,4.64,,,,,,11.9,,,,,,4.27,58.6,,,,,0.402,,,0.355,,,,,,47.3,,,,117.0,0.694,,0.227,,,0.672,459.0,,62.4,128.0,169.0,,,,,,,,,,,pacific_plate_west_ref,16.0,18.0,17.0,738.06
ODP0185-0801C-030R-001/003-007,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.22,2.43,13.77,,16.61,,,,,0.163,7.11,9.18,,2.8,0.367,0.26,,2.4,,,,,,,,,,,,,,,,41.1,28.7,37.9,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,15.23,2.81,15.36,5.44,1.78,7.57,1.33,8.42,1.8,4.99,,4.49,0.684,,,,,,7.97,0.567,,,,,,28.7,112.0,0.358,37.9,19.7,,4.39,,,,,,13.2,,,,,,4.12,41.1,,,,,0.483,,,13.8,,,,,,45.7,,,,121.0,0.3,,0.226,,,0.234,446.0,,59.8,124.0,162.0,,,,,,,,,,,pacific_plate_west_ref,3.0,7.0,5.0,747.33
ODP0185-0801C-030R-001/111-114,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.09,2.25,13.02,,15.37,,,,,0.21,6.27,11.05,,2.6,0.0609,0.217,,0.51,,,,,,,,,,,,,,,,57.6,44.4,44.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,15.1,2.74,15.0,5.28,1.76,7.35,1.33,8.58,1.9,5.38,,5.25,0.814,,,,,,10.0,0.711,,,,,,44.4,98.8,0.0188,44.0,17.7,,4.29,,,,,,7.51,,,,,,3.81,57.6,,,,,0.132,,,0.565,,,,,,45.2,,,,111.0,0.311,,0.208,,,0.103,434.0,,56.6,113.0,155.0,,,,,,,,,,,pacific_plate_west_ref,111.0,114.0,112.5,748.41
ODP0185-0801C-030R-005/039-042,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.53,1.61,11.93,,12.69,,,,,0.197,7.14,15.07,,2.57,0.194,0.167,,6.97,,,,,,,,,,,,,,,,47.2,35.9,21.3,,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,11.0,1.97,10.5,3.7,1.25,5.29,0.961,6.35,1.42,4.14,,4.29,0.675,,,,,,6.05,0.569,,,,,,35.9,130.0,0.104,21.3,14.8,,2.81,,,,,,12.8,,,,,,2.62,47.2,,,,,0.254,,,5.95,,,,,,37.6,,,,112.0,0.189,,0.111,,,0.289,304.0,,46.6,62.3,112.0,,,,,,,,,,,pacific_plate_west_ref,39.0,42.0,40.5,752.55
ODP0185-0801C-031R-004/043-045,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.66,2.25,12.83,,15.19,,,,,0.23,6.07,11.27,,2.63,0.0522,0.221,,0.15,,,,,,,,,,,,,,,,51.5,44.0,50.9,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,15.1,2.69,15.0,5.28,1.77,7.31,1.35,8.65,1.93,5.43,,5.38,0.841,,,,,,11.6,0.73,,,,,,44.0,103.0,0.0079,50.9,18.1,,4.31,,,,,,7.6,,,,,,3.91,51.5,,,,,2.36,,,0.284,,,,,,45.8,,,,109.0,0.292,,0.216,,,0.0865,428.0,,59.1,117.0,157.0,,,,,,,,,,,pacific_plate_west_ref,43.0,45.0,44.0,761.02
ODP0185-0801C-031R-007/007-010,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.12,2.05,11.7,,17.37,,,,,0.161,8.1,9.21,,2.27,0.428,0.212,,3.11,,,,,,,,,,,,,,,,44.6,29.7,18.4,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,13.8,2.45,13.1,4.63,1.57,6.63,1.22,7.72,1.69,4.82,,4.57,0.71,,,,,,8.71,0.751,,,,,,29.7,94.1,0.372,18.4,16.5,,3.54,,,,,,13.2,,,,,,3.25,44.6,,,,,0.241,,,15.6,,,,,,37.1,,,,102.0,0.231,,0.178,,,0.119,499.0,,57.9,103.0,143.0,,,,,,,,,,,pacific_plate_west_ref,7.0,10.0,8.5,764.81
ODP0185-0801C-032R-001/121-127,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.34,1.59,10.62,,17.51,,,,,0.141,8.94,6.31,,2.29,1.83,0.175,,2.53,,,,,,,,,,,,,,,,42.6,27.7,24.0,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,10.7,2.01,11.1,3.89,1.26,5.38,0.944,6.04,1.3,3.64,,3.49,0.541,,,,,,6.06,0.533,,,,,,27.7,70.7,0.511,24.0,18.2,,2.92,,,,,,11.9,,,,,,2.66,42.6,,,,,0.28,,,45.4,,,,,,31.2,,,,80.5,0.191,,0.104,,,0.0386,309.0,,37.6,91.8,113.0,,,,,,,,,,,pacific_plate_west_ref,121.0,127.0,124.0,767.51
