,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
329-U1365E-7R-2-W 131/135,,,,,,,,,,,,,,,,,,44.83,0.82,17.94,,6.693475980832583,,3.002871617250675,,,0.1,6.84,11.96073968705548,,2.0,0.93,0.070125,,4.43733759744149,,,,,,,,,,,,,,,,79.64833674963396,29.15566620168472,39.99449596774947,0.09418960039511495,56.16041303642981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.411585742036479,4.575883287671234,0.8393629300725376,5.313754226209049,1.863575136720532,0.7483962062090572,2.493505007059611,0.4644871754521975,3.102796222499812,0.663589937773393,1.961860267126239,0.3180484438507477,2.008622953795101,0.3059705350685154,,,,,,26.25813848528407,0.1801850225629101,,,,,,,281.73,0.2931715544066255,,13.68497072046157,,1.341426870085589,,,,,4058.7557907047194,46.11180744966443,,,,,,0.6929982606386659,,,,582.1164092356689,,0.8787387582314203,,,12.08599121900826,,,,,,30.35394791751462,,,0.5298494736842105,109.38,,,0.050199382260393,,,0.1353863854479072,189.35,,16.30874038656236,,34.75,,,,,,,,,,,South,,,,102.32,30.0,102.3,102.34,,,10.03,99.95820228449698,5.387975378376626,,,,,,,,,,,,,11.96059147719807,40.78774870822502,40.78799860389939,OLD_Oceanic_Crust,31.319999999999993,U1365,U1365
329-U1365E-7R-3-W 0/2,,,,,,,,,,,,,,,,,,45.49,0.8,19.93,,5.408993745925303,,2.079905628667226,,,0.07,4.57,11.51322901849218,,2.01,1.96,0.07425,,5.817672930827783,,,,,,,,,,,,,,,,81.37332662884648,18.24003181755356,101.1557864965479,0.1261366813880126,89.3290018595547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.413555714285714,4.105436594145853,0.7966423455745473,5.033192023255815,1.682696609980263,0.7217552380952381,2.301277437447757,0.4306311527433859,2.828780753122704,0.5957914862827911,1.741925743632743,0.2707994179104478,1.738379147828813,0.2552464467748318,,,,,,45.39332392166005,0.4385761439055126,,,,,,,325.32,0.4706479980675162,,14.04486935616438,,1.29755542691751,,,,,8553.936935248656,34.52887251200992,,,,,,1.05008746163655,,,,616.3585509554141,,1.002300268096515,,,19.52516120522212,,,,,,28.94901804100227,,,0.4139344571488513,112.79,,,0.0697074692726555,,,0.1086543838168752,191.89,,14.18047118992067,,35.13,,,,,,,,,,,South,,,,102.36,31.0,102.35,102.37,F9,,7.72,99.95515194931995,4.68698442517144,,102.35,102.37,0.1,58.0,0.0,34.0,14.0,10.0,0.0,0.0,0.2,11.513072090407864,43.05332440096891,43.05358977070443,OLD_Oceanic_Crust,31.36,U1365,U1365
329-U1365E-7R-3-W 2/4,,,,,,,,,,,,,,,,,,45.487,0.97,17.01,,8.308168026533997,,0.6046487761194029,,,0.04,4.32,6.021052631578947,,0.99,7.03,0.061875,,9.454327403558024,,,,,,,,,,,,,,,,122.0758341411593,10.55108113013699,199.8937093371726,0.1019798852669635,115.5309723527076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.625108299487569,3.677813089211254,0.8777031453588221,4.995344897765761,1.583231773909564,0.6538973120728929,1.924523615489594,0.3775242478380246,2.565304097156041,0.5313934988239112,1.586296468154075,0.2712867677089522,1.865514914543151,0.273247468473216,,,,,,236.9865566308244,1.251084703806107,,,,,,,338.8,0.6506546028406102,,9.141649952550992,,1.561426011450049,,,,,30680.702374896966,37.07697344208809,,,,,,2.863262229002268,,,,513.6321257961783,,1.22597415222306,,,42.49900387296669,,,,,,30.1317926748662,,,0.437601081745544,129.29,,,0.2296491401765943,,,0.417120199556541,173.55,,10.91046762693157,,44.61,,,,,,,,,,,South,,,,102.38,32.0,102.37,102.39,A9,P9(F9),8.98,100.364255035137,5.053403487816327,,,,,,,,,,,,,6.020921858175352,45.731673443113344,45.73196578701196,OLD_Oceanic_Crust,31.379999999999995,U1365,U1365
329-U1365E-7R-4-W 0/4,,,,,,,,,,,,,,,,,,47.3,0.74,19.9,,2.063212292409028,,4.803108936831875,,,0.12,8.21,12.74388335704125,,2.0,0.05,0.061875,,1.298182544437777,,,,,,,,,,,,,,,,101.9242719903415,38.13546441195582,58.22070569122714,0.1224274152115514,52.00304239668218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.206684401303918,4.148781739597507,0.7590404694517413,4.947029207966162,1.636885038054844,0.7158770234298593,2.269930009182493,0.4295342799985112,2.834213539944904,0.6018660802839979,1.775232720156556,0.2825427225926914,1.839484941176471,0.2703916292535288,,,,,,16.46701581400769,0.1427542227507525,,,,,,,282.63,0.03576327457135957,,13.99287478546586,,1.22782561581837,,,,,218.21267691960858,7.092791858572244,,,,,,0.7812739817793077,,,,513.6321257961783,,0.5915812312312312,,,0.8157023152932996,,,,,,29.76480253429131,,,0.4486268188497061,118.22,,,0.0497312101198577,,,0.01821522693191092,165.02,,14.82706795958026,,32.84,,,,,,,,,,,South,,,,103.82,33.0,103.8,103.84,F10,,7.4,99.82394090147905,4.263668780962984,,103.8,103.84,0.1,2.0,0.1,1.9,0.0,0.1,0.0,0.0,0.0,12.743752583637654,42.87387155117117,42.874091183333675,OLD_Oceanic_Crust,32.81999999999999,U1365,U1365
329-U1365E-8R-1-W 41/47,,,,,,,,,,,,,,,,,,48.132,1.02,18.449,,7.896711941747574,,0.8849592524271845,,,0.07,4.01,6.193954480796586,,1.51,5.9,0.045375,,5.951667665268767,,,,,,,,,,,,,,,,81.27578335866765,21.95360546450138,86.71208603810318,0.09095169598999732,82.22689818192893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.952873645511938,3.730507772466352,0.8930899928149787,5.169898515636518,1.516781865245503,0.8380967330677291,1.967110361596554,0.3680653406682662,2.498489696746553,0.5225879902618482,1.607549766671269,0.2685911738941734,1.807604774381122,0.2698359667902661,,,,,,625.5450246753247,1.025157730353224,,,,,,,354.85,0.5387324648055356,,11.31861853979818,,1.679513561889506,,,,,25749.095876513813,24.2167768759614,,,,,,2.9798591201446367,,,,376.66355891719746,,0.7418075935020778,,,35.20175225806452,,,,,,34.90394427586852,,,0.4768656560947183,128.11,,,0.2780108385642416,,,0.4015895119404932,263.0,,11.01962768877457,,47.24,,,,,,,,,,,South,,,,105.4375,35.0,105.41,105.465,A11,P11(F11),8.88,100.1619971460654,5.17456267226332,,105.41,105.465,0.3,70.0,3.0,35.0,25.0,7.0,0.0,0.0,0.5,6.193858580300616,47.81893608081126,47.81915219921989,OLD_Oceanic_Crust,34.4375,U1365,U1365
329-U1365E-8R-2-W 49/53,,,,,,,,,,,,,,,,,,47.51,0.88,17.71,,2.210000000000001,,5.85,,,0.14,9.14,12.0522759601707,,2.18,0.06,0.070125,,1.198801198801244,,,,,,,,,,,,,,,,111.7563734210071,43.51804024068122,71.5339363971044,0.1775369069660286,58.33642927296791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.454099652077627,4.962735349387228,0.916522301425662,5.863651891396334,1.983707967456928,0.8295559037169348,2.729004981994035,0.5141064953218876,3.415064823723834,0.7274297046551002,2.150393039952463,0.3390867373198078,2.192866922932036,0.3248664329710145,,,,,,4.230612103914258,0.1604127439387917,,,,,,,305.47,0.02775224938137485,,14.46990142744451,,1.490795419649149,,,,,261.85521230353027,7.453883207242833,,,,,,0.6664330811736108,,,,582.1164092356689,,0.6674544728091818,,,0.7170205068790734,,,,,,34.11359497869551,,,0.5484771007035598,110.2,,,0.0480500519338222,,,0.02480833655522705,204.04,,17.71233142013673,,36.8,,,,,,,,,,,South,,,,106.41,36.0,106.39,106.43,F11,,8.71,99.65120215897197,4.847656293279873,,106.39,106.43,0.1,4.5,0.0,4.4,0.0,0.1,0.0,0.0,0.0,12.052127750313291,40.9246315737768,40.92488641679888,OLD_Oceanic_Crust,35.41,U1365,U1365
329-U1365E-8R-2-W 117/119,,,,,,,,,,,,,,,,,,43.9,0.74,18.3,,4.258797533370934,,3.016082219966159,,,0.12,6.43,14.82887624466572,,2.04,0.49,0.066,,5.460000000000065,,,,,,,,,,,,,,,,77.98191395227313,34.73046053487153,40.49770814184044,0.1160526056484919,45.79501376228611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.172832941760617,3.991969936840595,0.7465982944680851,4.723388343683839,1.615490202602833,0.6901678339288754,2.240373696408655,0.4159990651539648,2.80983859030837,0.5907646651191581,1.75061431718832,0.2780705668449198,1.785004007229295,0.2658385252565338,,,,,,36.77522735739232,0.1410829866886441,,,,,,,289.0,0.204536630677363,,13.68958460235858,,1.205691018274827,,,,,2138.484233812164,28.08295087583206,,,,,,0.7656004892011568,,,,547.8742675159236,,0.3122753030790688,,,6.741894903874908,,,,,,30.49313110597557,,,0.454593722274782,119.74,,,0.0485505692706802,,,0.05961589268845645,185.65,,14.34754318795592,,31.23,,,,,,,,,,,South,,,,107.09,37.0,107.07,107.11,A12,P12(F12),7.61,99.98487624466578,4.172281445093148,,107.07,107.11,0.15,7.5,1.5,5.0,2.0,1.0,0.0,0.0,0.0,14.828736753035217,37.234322549792424,37.234514694387514,OLD_Oceanic_Crust,36.09,U1365,U1365
329-U1365E-8R-2-W 119/121,,,,,,,,,,,,,,,,,,48.71,0.86,19.66,,2.746876826309068,,3.899810856321839,,,0.12,6.59,13.19139402560455,,2.28,0.05,0.066,,1.439136518089166,,,,,,,,,,,,,,,,114.6885729166667,43.12878870506732,65.25406182902584,0.1414041183847504,55.8236785247073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.398559340101523,4.78442230725095,0.886161116682247,5.744476777777777,1.917053230159899,0.8141320011909319,2.642117896140282,0.5007250115271632,3.310284621810171,0.7119349166909409,2.073165563247325,0.3308639243921987,2.124543950369091,0.315238563833102,,,,,,3.640446419005474,0.1544079410189671,,,,,,,300.55,0.02042527814649452,,15.00103473230373,,1.448180292918057,,,,,218.21267691960858,7.563216907410308,,,,,,0.7153564387258071,,,,547.8742675159236,,0.5497185636129585,,,0.5242310439003677,,,,,,34.00927671052632,,,0.6532769468375709,124.7,,,0.04500009285697,,,0.0629013656404337,195.12,,17.36597257395761,,34.79,,,,,,,,,,,South,,,,107.09,38.0,107.07,107.11,F12,,7.08,100.0465305436937,4.19005723251344,,,,,,,,,,,,,13.191254533974048,41.43352271999983,41.433744188841324,OLD_Oceanic_Crust,36.09,U1365,U1365
329-U1365E-8R-3-W 41/45,,,,,,,,,,,,,,,,,,47.549,0.8,19.03,,2.150443955689156,,5.246600439879759,,,0.12,8.5,12.60149359886202,,2.07,0.05,0.066,,0.8787697223885591,,,,,,,,,,,,,,,,105.9129432016777,40.29877123153789,65.26292068846352,0.09539428684429643,48.30585695618471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.314289474823089,4.456377722473605,0.8326758424955254,5.282783433462759,1.786764222892808,0.7509065049989365,2.455336052499477,0.4598738412957872,3.076050641402092,0.6535054512981102,1.911615760458934,0.3071607361519935,1.967980604497563,0.2940660587467734,,,,,,2.395061340626091,0.1544078472961298,,,,,,,290.33,0.02868960926193923,,14.21089628162512,,1.324855125259413,,,,,218.21267691960858,5.566812507759482,,,,,,0.6683537995339353,,,,547.8742675159236,,0.2672831545064377,,,0.685209163749964,,,,,,31.29362393638171,,,0.5302569289019774,113.82,,,0.0460931830430601,,,0.03212564333276742,185.35,,15.84340667493989,,32.54,,,,,,,,,,,South,,,,107.53999999999999,39.0,107.52,107.56,F13,,7.98,99.64526332125057,4.480498546894167,,107.52,107.56,0.1,4.0,0.2,3.8,0.0,0.0,0.0,0.0,0.0,12.601354107231517,41.91493513210432,41.915169280584124,OLD_Oceanic_Crust,36.53999999999999,U1365,U1365
329-U1365E-8R-4-W 8/10,,,,,,,,,,,,,,,,,,48.04,2.09,14.65,,5.859612269551501,,6.327348957403649,,,0.21,7.17,8.08570412517781,,2.27,1.07,0.152625,,3.380000000000116,,,,,,,,,,,,,,,,61.52345621998552,58.46643041057713,56.47181429941799,0.2636252448610329,103.7349875626272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.193539161363852,15.58910054014312,2.523853154362416,15.6909781669966,5.137858625142016,1.768097064846417,6.742818696463828,1.249598820883264,8.403146673228017,1.787681807545536,5.321491255830022,0.8568291440639477,5.336525552335946,0.8124146026900562,,,,,,19.14437284592831,0.4675927984306787,,,,,,,139.76,0.3296200676222678,,15.21727155654233,,3.819734633007543,,,,,4669.751286079623,21.11372725933523,,,,,,2.4489726375853285,,,,1266.9592436305734,,1.138637878787879,,,13.79839515088986,,,,,,50.86862328635878,,,1.213560440852315,83.97,,,0.1133058389420605,,,0.07033932497715108,403.77,,46.30646082568808,,112.0,,,,,,,,,,,South,,,,108.63,41.0,108.62,108.64,,,12.89,100.0083291251779,7.145028281965088,,108.62,108.64,0.0,80.0,0.0,20.0,5.0,55.0,0.0,0.0,0.0,8.085381550782273,42.7813366005211,42.782069341298445,OLD_Oceanic_Crust,37.629999999999995,U1365,U1365
329-U1365E-8R-4-W 84/88,,,,,,,,,,,,,,,,,,51.04,1.95,14.58,,4.493577251401762,,5.423780473738414,,,0.2,6.89,10.60803698435277,,2.92,0.3,0.1815,,0.6398720255948106,,,,,,,,,,,,,,,,75.21810238907851,54.02448124586549,54.25839250089702,0.6092272055427251,108.3563029562475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31338176288978,13.64501387557369,2.324641483450994,14.22615929891771,4.536529262090483,1.573970531703156,5.85683433303848,1.101157691817796,7.469035144895957,1.565694023520441,4.629825369579869,0.7446456701384779,4.73286496869245,0.7068326103212219,,,,,,10.70894084896955,0.4179293555610849,,,,,,,124.89,0.04479852813852814,,18.87753253738644,,3.621094743996375,,,,,1309.2760615176514,9.176458181818184,,,,,,2.4657349448897907,,,,1506.6542356687899,,0.8764445856248813,,,4.713820783909231,,,,,,49.606047455889,,,1.332952166998012,110.88,,,0.1756554133426654,,,0.06494327674023768,410.72,,38.03998567342074,,101.49,,,,,,,,,,,South,,,,109.4,42.0,109.38,109.42,,,10.52,99.8294090099476,5.988815822719001,,109.38,109.42,0.1,1.5,1.0,0.2,0.3,0.0,0.0,0.0,0.0,10.60765338236889,37.38856362655934,37.389232356252705,OLD_Oceanic_Crust,38.400000000000006,U1365,U1365
329-U1365E-9R-1-W 84/88,,,,,,,,,,,,,,,,,,49.7632,1.81,13.722,,4.117446168924126,,8.050098447968287,,,0.2,6.653,11.1725106685633,,2.657,0.09,0.169125,,0.2198680791525287,,,,,,,,,,,,,,,,53.14012607399614,43.36043923076924,48.58996976690492,0.2203396335535336,111.2997404262413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890854753205691,13.06228958024869,2.178366787299419,13.3285396779661,4.165961583909806,1.507964520466343,5.663794503835318,1.057826183973562,7.050903165137615,1.512865457897132,4.523764400125957,0.7243023358328868,4.748863505900866,0.7097143875326447,,,,,,9.445084713820378,0.3807324064681365,,,,,,,118.45,0.007234580746277648,,17.46710134980566,,3.414775677077544,,,,,392.7828184552954,5.911658913353398,,,,,,2.334037943199136,,,,1403.9278105095543,,0.4085905300997961,,,0.4845570803496564,,,,,,46.46980710342534,,,1.058947530253604,107.57,,,0.1453639929614995,,,0.06631566332680426,369.84,,36.15300604651163,,94.48,,,,,,,,,,,South,,,,110.86,43.0,110.84,110.88,,,13.062,99.51870374771583,6.775808730911373,,110.84,110.88,0.1,3.0,0.0,1.7,0.0,1.3,0.0,0.0,0.0,11.172153221260137,35.637620703624926,35.63822223917678,OLD_Oceanic_Crust,39.86,U1365,U1365
329-U1365E-9R-3-W 138/142,,,,,,,,,,,,,,,,,,49.62,1.91,13.6,,4.154859367991847,,8.176626568807338,,,0.21,6.71,11.20810810810811,,2.65,0.08,0.177375,,0.119880119880018,,,,,,,,,,,,,,,,55.16003719468273,45.83640000372465,59.94191211537226,0.2077265464755431,98.43757486451301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.130550820941613,13.14040480840544,2.262122616450534,13.88277517636161,4.599858917378643,1.581987333712336,5.795134675316903,1.083617640717278,7.446821400040244,1.589394936095315,4.706562727712843,0.7286418954591911,4.788235047119231,0.7170608718535469,,,,,,8.256186480087132,0.3730531409413871,,,,,,,122.66,0.007570153495224066,,18.72401016465346,,3.603218530462825,,,,,349.1402830713737,6.915345356893095,,,,,,2.5178716394525567,,,,1472.412093949045,,0.5329598556779338,,,1.397997679814385,,,,,,48.67708757389875,,,1.540475278371937,104.38,,,0.1627531041101492,,,0.0927184389288047,394.08,,38.85804649807587,,101.65,,,,,,,,,,,South,,,,114.03999999999999,44.0,114.02,114.06,,,13.24,99.52536322798811,7.554332906793049,,114.02,114.06,0.1,2.0,0.0,1.4,0.3,0.3,0.0,0.0,0.0,11.207733224351136,35.39395737638667,35.394585240446055,OLD_Oceanic_Crust,43.03999999999999,U1365,U1365
329-U1365E-10R-1-W 46/50,,,,,,,,,,,,,,,,,,49.56,2.016,13.865,,3.760124687500001,,8.54538778125,,,0.19,6.22,10.82162162162162,,2.72,0.55,0.235125,,0.12,,,,,,,,,,,,,,,,55.35795319183278,44.31358664706598,52.21411412571388,0.3393148210622293,102.9479277784442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.993103440929632,13.33532244446399,2.225118740718647,13.66321002930349,4.293379603089648,1.557493793103448,5.759817149161925,1.085852959569629,7.258519708989848,1.556547917607912,4.64062976283823,0.739898309679149,4.82743457050056,0.7172704759709307,,,,,,8.864119526753356,0.3995819753543964,,,,,,,232.67,0.006523228124481778,,17.94421838777255,,3.506262344020944,,,,,2400.3394461156945,6.771819562043796,,,,,,2.495336041999761,,,,1951.8020780254778,,1.552843312883436,,,0.3452359555929055,,,,,,47.60354522395571,,,2.281279431004451,118.06,,,0.1447113182797806,,,0.06797528839054211,377.45,,36.95171323185262,,135.17,,,,,,,,,,,South,,,,115.18,45.0,115.16,115.2,F14,,13.255,99.55274662162161,6.971382563859979,,115.16,115.2,0.0,3.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,10.821124682687957,35.90964118125357,35.91048152582953,OLD_Oceanic_Crust,44.18000000000001,U1365,U1365
329-U1365E-11R-1-W 75/78,,,,,,,,,,,,,,,,,,48.87,1.9,14.09,,6.473516387790952,,6.224835250988144,,,0.2,6.21,10.89281650071124,,2.7,0.44,0.17325,,0.6196282230661365,,,,,,,,,,,,,,,,47.9020626824995,41.55859092085365,50.01881734939541,0.1958885513072567,97.60767480810331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.122508362417384,12.89505294668998,2.227086655548174,13.50676375095785,4.39616527575176,1.54996358886996,5.650710080472249,1.064027637781694,7.31053940755427,1.559543390328527,4.669845277161863,0.7475878078694322,4.888949022095511,0.7072469096116093,,,,,,8.87719503775108,0.4435783836476812,,,,,,,123.99,0.2606616251005632,,18.5280470818245,,3.481303132799273,,,,,1920.2715568925553,6.049128505479133,,,,,,2.626015735253576,,,,1438.1699522292995,,0.6252527300496373,,,10.8986569662632,,,,,,47.779278050414,,,1.143387567732116,113.44,,,0.1777529625896207,,,0.08916521119393227,395.32,,37.67023372692378,,101.09,,,,,,,,,,,South,,,,116.465,46.0,116.45,116.48,A14,P14(F14),13.39,99.48569472377736,7.406549664384077,Not exisist in PetDB,116.45,116.48,0.1,6.0,0.3,3.1,2.4,0.0,0.0,0.0,0.0,10.892450335181172,36.302003987524635,36.302626684953296,OLD_Oceanic_Crust,45.465,U1365,U1365
329-U1365E-11R-1-W 100/104,,,,,,,,,,,,,,,,,,49.43,1.9,14.01,,5.261537906025429,,6.973615884577113,,,0.21,6.54,11.11657183499289,,2.68,0.35,0.177375,,0.2397123451857506,,,,,,,,,,,,,,,,54.33412391557685,45.11332427282333,45.66352252671071,0.181393374340949,96.48876047371427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.088544772311132,12.71329894480264,2.186263618830815,13.30411699725578,4.313125295468176,1.519317865455578,5.616703726636512,1.029869713458034,7.214985154320728,1.533116194152602,4.578595808044922,0.721913989946362,4.626016086494819,0.6885016708758298,,,,,,9.505171690940625,0.4112147252869928,,,,,,,124.15,0.1668147213161253,,18.46153971606123,,3.492432332402234,,,,,1527.4887384372598,7.560416217123671,,,,,,2.7964641215416752,,,,1472.412093949045,,0.575365723571019,,,7.244014031925849,,,,,,47.24804328706935,,,1.147711409628661,109.3,,,0.176764645571674,,,0.09808347285807718,398.4,,38.03160454653393,,98.0,,,,,,,,,,,South,,,,116.72,47.0,116.7,116.74,,,13.01,99.66365918017864,7.11808039137306,,116.7,116.74,0.1,40.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,11.116196951235915,35.91405148104603,35.91467901443152,OLD_Oceanic_Crust,45.72,U1365,U1365
329-U1365E-11R-2-W 0/2,,,,,,,,,,,,,,,,,,49.97,1.98,14.71,,5.684039593650794,,5.324364365714286,,,0.17,6.22,10.63854907539118,,2.81,0.64,0.185625,,0.7993605115906395,,,,,,,,,,,,,,,,53.3825628723233,37.37154439746815,60.21953575309522,0.1755421917808219,104.5157771993682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.125541142672692,14.08652377793419,2.365273508777439,14.52744126804124,4.534693145283172,1.638857150916784,6.066704380585516,1.13193295134443,7.52318691440405,1.598341157299606,4.723583027806384,0.7594748170448454,4.981610468653055,0.7394310534291518,,,,,,8.511913859275055,0.4149225317629603,,,,,,,137.91,0.3140967799048356,,18.91810546370345,,3.671370465227164,,,,,2793.1222645709895,9.628796643356646,,,,,,2.4639310452723904,,,,1540.8963773885353,,0.7188666242287729,,,11.72411197007039,,,,,,49.82750244623656,,,1.270718921644686,112.57,,,0.1295985743980969,,,0.1990496881959911,379.0,,37.68407646874332,,103.15,,,,,,,,,,,South,,,,117.08,48.0,117.07,117.09,F15,,11.6,99.72353458698181,6.283077143587122,,117.07,117.09,0.1,25.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,10.638156755180393,37.36498484666675,37.36566187595449,OLD_Oceanic_Crust,46.08,U1365,U1365
329-U1365E-11R-2-W 2/4,,,,,,,,,,,,,,,,,,46.47,1.81,13.23,,10.60390096448354,,5.40548913196481,,,0.19,5.55,10.64871977240398,,2.54,0.84,0.177375,,1.617735170761067,,,,,,,,,,,,,,,,49.81891531554809,33.70439994040045,36.1005813559322,0.1625242174205433,90.48370140168683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.868631145466654,11.76512159223645,2.050969368563992,12.40871920115786,3.952675367157639,1.430719046538025,5.319123904558578,1.003745738199985,6.900787970886523,1.469339588289534,4.489597899920241,0.7391472570281123,4.643663906651041,0.6857408287437023,,,,,,18.67037189728959,0.4705689490156861,,,,,,,123.93,0.6499399480519481,,17.69715276762026,,3.327957239404152,,,,,3665.972972249424,6.236083100312456,,,,,,2.888220005270249,,,,1472.412093949045,,0.6878297090352221,,,20.68069111969112,,,,,,45.4356926215809,,,1.476291550802139,106.9,,,0.2173862295984032,,,0.1447438217977234,389.49,,36.28750674698795,,96.08,,,,,,,,,,,South,,,,117.1,49.0,117.09,117.11,A15,P15(F15),16.61,99.68382994316505,8.784425363693167,,,,,,,,,,,,,10.648344888647006,35.112204589908764,35.11283977864743,OLD_Oceanic_Crust,46.099999999999994,U1365,U1365
329-U1365E-11R-2-W 89/93,,,,,,,,,,,,,,,,,,49.55,1.83,13.9,,7.197626191534391,,5.276136427619049,,,0.16,6.39,10.2825746799431,,2.61,0.83,0.169125,,1.278721278721138,,,,,,,,,,,,,,,,72.46679879107452,79.27528920138774,122.0741011441215,0.6590240678262389,93.86826517822405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.917779874839386,12.40317853291351,2.119310675689067,13.00136950452089,4.01190888781221,1.462488961996597,5.237919759965338,1.023587107935857,6.902920104885687,1.486438519256164,4.469247039222492,0.7422385782818893,4.734975278775897,0.7070953617937981,,,,,,7.069128931955621,0.4719400185331304,,,,,,,123.39,0.325248324614732,,17.82253858807588,,3.298660927152318,,,,,3622.330436865502,6.995603705051071,,,,,,2.532550812364379,,,,1403.9278105095543,,0.7103284069097888,,,19.80192642140468,,,,,,47.94134911834897,,,1.093852539576636,109.44,,,0.1684486091815724,,,0.1700745896059694,388.91,,35.76022975387421,,92.89,,,,,,,,,,,South,,,,117.97999999999999,50.0,117.96,118.0,,,13.06,100.0604209586642,7.001901881017387,,117.96,118.0,0.1,10.0,3.5,2.5,5.0,0.0,0.0,0.0,0.0,10.282217232639937,36.78434694523301,36.78497960869211,OLD_Oceanic_Crust,46.97999999999999,U1365,U1365
