,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
ODP0129-0801C-005R-001/103-105,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.13,1.23,18.78,,4.76,,0.61,,,0.07,1.86,5.02,,1.37,6.88,0.02,,6.74,,,3.53,,,,,,,,,,,,,46.0,8.0,20.0,,39.0,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,6.0,,9.0,2.39,0.93,,0.57,,,,,1.78,0.25,,,,,,149.0,,,,,,,8.0,341.0,0.46,20.0,12.0,,1.72,,,,,30026.06434413814,,,,,,,1.5017875777435543,46.0,,,166.02250530785565,,1.0,,,59.0,,,,125.0,,29.7,,,,82.0,0.05,,0.1080308772980688,,,0.47,183.0,,25.0,39.0,70.0,,,,,,,3.53,,3.53,,Northwest,103.0,105.0,104.0,532.23,,,,,,,,,,,,,,,,,,,,,5.019957729808938,49.93633706048125,49.936439110909866,OLD_Oceanic_Crust,70.23000000000002,801,801
ODP0129-0801C-005R-002/087-089,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.35,1.2,19.62,,3.85,,1.96,,,0.1,3.06,13.57,,2.93,0.7,0.02,,7.27,,,1.7,,,,,,,,,,,,,85.0,23.0,88.0,,48.0,,,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,5.4,,6.0,2.25,0.9,,0.51,,,,,1.93,0.27,,,,,,14.0,,,,,,,23.0,342.0,0.19,88.0,18.0,,1.78,,,,,3054.9774768745197,,,,,,,1.049283062972626,85.0,,,166.02250530785565,,1.0,,,18.0,,,,326.0,,38.8,,,,155.0,0.06,,0.0570393572950634,,,0.2,245.0,,21.0,48.0,66.0,,,,,,,1.7,,1.7,,Northwest,87.0,89.0,88.0,533.33,,,,,,,,,,,,,,,,,,,,,13.569957729808939,39.34171529846294,39.34177592802297,OLD_Oceanic_Crust,71.33000000000004,801,801
ODP0129-0801C-005R-003/038-043,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.91,1.15,19.39,,3.46,,3.6,,,0.13,4.79,13.14,,2.74,0.06,0.07,,5.06,,,1.44,,,,,,,,,,,,,89.0,66.0,86.0,,56.0,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,5.3,,6.0,2.29,0.94,,0.61,,,,,2.11,0.32,,,,,,15.0,,,,,,,66.0,335.0,0.12,86.0,18.0,,1.67,,,,,261.85521230353027,,,,,,,0.9236461185988146,89.0,,,581.0787685774948,,1.0,,,3.0,,,,493.0,,37.7,,,,143.0,0.07,,0.0589988254633599,,,0.19,233.0,,24.0,56.0,69.0,,,,,,,1.44,,1.44,,Northwest,38.0,43.0,40.5,534.15,,,,,,,,,,,,,,,,,,,,,13.139852054331286,40.51940435865862,40.51963212783411,OLD_Oceanic_Crust,72.14999999999998,801,801
ODP0129-0801C-005R-003/125-131,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.59,1.03,6.63,,6.62,,9.58,,,0.39,4.05,6.94,,1.28,1.28,0.05,,15.92,,,1.49,,,,,,,,,,,,,120.0,,47.0,,181.0,,,,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,10.44,1.78,11.1,3.46,1.25,5.73,,7.62,1.56,4.74,,4.74,0.81,,,,,,16.0,,,,,,,,65.0,0.27,47.0,11.0,,1.33,,,,,5586.244529141979,,,,,,,2.750324699251437,120.0,,,415.05626326963915,,5.0,,,32.0,,,,168.0,,53.1,,,,89.0,0.09,,0.4369047855820207,,,0.81,387.0,,49.0,181.0,67.0,,,,,,,1.49,,1.49,,Northwest,125.0,131.0,128.0,535.02,,,,,,,,,,,,,,,,,,,,,6.9398943245223474,29.156367980006674,29.156614341690382,OLD_Oceanic_Crust,73.01999999999998,801,801
ODP0129-0801C-006R-002/029-034,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.43,0.98,16.32,,2.54,,5.9,,,0.14,9.67,11.48,,2.16,0.05,0.05,,4.45,,,1.51,,,,,,,,,,,,,240.0,48.0,79.0,,53.0,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,3.9,,5.0,1.97,0.8,,0.56,,,,,2.29,0.35,,,,,,8.0,,,,,,,48.0,559.0,0.11,79.0,14.0,,1.42,,,,,218.21267691960858,,,,,,,0.7004443909517165,240.0,,,415.05626326963915,,1.0,,,4.0,,,,383.0,,39.5,,,,100.0,0.06,,0.0472619184601458,,,0.2,217.0,,24.0,53.0,55.0,,,,,,,1.51,,1.51,,Northwest,29.0,34.0,31.5,542.08,,,,,,,,,,,,,,,,,,,,,11.479894324522347,39.99957488182592,39.99976325055986,OLD_Oceanic_Crust,80.08000000000004,801,801
ODP0129-0801C-006R-002/119-124,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.4,1.0,17.22,,3.44,,4.85,,,0.16,7.69,12.84,,2.37,0.02,0.01,,3.91,,,1.1,,,,,,,,,,,,,283.0,,82.0,,69.0,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,5.23,1.26,7.04,1.92,0.87,3.37,,4.06,0.82,2.53,,2.44,0.44,,,,,,6.0,,,,,,,,557.0,0.05,82.0,14.0,,1.5,,,,,87.28507076784342,,,,,,,0.9598641734361736,283.0,,,83.01125265392783,,1.0,,,2.0,,,,505.0,,40.4,,,,109.0,0.02,,0.072489695336345,,,0.02,213.0,,26.0,69.0,60.0,,,,,,,1.1,,1.1,,Northwest,119.0,124.0,121.5,542.98,,,,,,,,,,,,,,,,,,,,,12.839978864904468,38.70864892381295,38.70868236097628,OLD_Oceanic_Crust,80.98000000000002,801,801
ODP0129-0801C-006R-003/037-042,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,40.58,0.98,17.53,,2.87,,2.48,,,0.18,2.71,16.37,,2.63,0.9,0.01,,12.28,,,1.86,,,,,,,,,,,,,220.0,,85.0,,52.0,,,,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,5.19,1.05,5.69,1.54,0.7,2.46,,2.89,0.58,1.82,,1.72,0.3,,,,,,7.0,,,,,,,,515.0,0.07,85.0,15.0,,1.18,,,,,3927.828184552954,,,,,,,1.6803522797677684,220.0,,,83.01125265392783,,1.0,,,9.0,,,,323.0,,26.7,,,,130.0,0.04,,0.1525187389722282,,,0.67,264.0,,18.0,52.0,48.0,,,,,,,1.86,,1.86,,Northwest,37.0,42.0,39.5,543.56,,,,,,,,,,,,,,,,,,,,,16.36997886490447,33.33038956788715,33.330413920488155,OLD_Oceanic_Crust,81.55999999999995,801,801
ODP0129-0801C-007R-001/053-058,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.26,1.93,13.23,,3.5,,9.12,,,0.2,6.96,11.16,,2.68,0.08,0.16,,2.58,,,0.59,,,,,,,,,,,,,71.0,,81.0,,98.0,,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,15.13,2.36,13.36,4.24,1.49,6.03,,7.48,1.48,4.39,,4.36,0.74,,,,,,32.0,,,,,,,,140.0,0.05,81.0,19.0,,2.9,,,,,349.1402830713737,,,,,,,3.936152521752933,71.0,,,1328.1800424628452,,5.0,,,1.0,,,,576.0,,42.0,,,,114.0,0.18,,0.2849029933071953,,,0.1,416.0,,44.0,98.0,119.0,,,,,,,0.59,,0.59,,Northwest,53.0,58.0,55.5,550.63,,,,,,,,,,,,,,,,,,,,,11.15966183847151,34.800660282049435,34.80122312638902,OLD_Oceanic_Crust,88.63,801,801
ODP0129-0801C-007R-001/099-105,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.01,1.96,13.58,,3.35,,8.43,,,0.19,6.62,11.44,,2.73,0.06,0.15,,3.86,,,0.85,,,,,,,,,,,,,71.0,53.0,73.0,,101.0,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,11.2,,13.0,4.08,1.48,,1.03,,,,,4.08,0.62,,,,,,27.0,,,,,,,53.0,154.0,0.3,73.0,19.0,,3.36,,,,,261.85521230353027,,,,,,,2.956527834395476,71.0,,,1245.1687898089174,,5.0,,,1.0,,,,607.0,,46.6,,,,118.0,0.19,,0.1674161213676606,,,0.4,439.0,,43.0,101.0,120.0,,,,,,,0.85,,0.85,,Northwest,99.0,105.0,102.0,551.09,,,,,,,,,,,,,,,,,,,,,11.43968297356704,34.87754864348824,34.878064983757746,OLD_Oceanic_Crust,89.09000000000003,801,801
ODP0129-0801C-007R-003/000-005,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.04,1.97,13.82,,6.4,,6.46,,,0.15,6.18,11.16,,2.79,0.44,0.1,,2.95,,,1.11,,,,,,,,,,,,,58.0,,74.0,,107.0,,,,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,12.66,2.04,12.27,3.85,1.45,5.65,,6.98,1.39,4.04,,3.96,0.66,,,,,,20.0,,,,,,,,130.0,0.26,74.0,22.0,,2.9,,,,,1920.2715568925553,,,,,,,3.155750098883198,58.0,,,830.1125265392783,,7.0,,,14.0,,,,502.0,,43.4,,,,126.0,0.18,,0.224745631208471,,,0.26,476.0,,41.0,107.0,119.0,,,,,,,1.11,,1.11,,Northwest,0.0,5.0,2.5,552.98,,,,,,,,,,,,,,,,,,,,,11.159788649044694,35.27567849023157,35.276024503809005,OLD_Oceanic_Crust,90.98000000000002,801,801
ODP0129-0801C-007R-004/077-083,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.88,2.01,13.71,,4.17,,7.65,,,0.17,6.64,11.31,,2.76,0.07,0.09,,1.7,,,0.91,,,,,,,,,,,,,67.0,47.0,76.0,,106.0,,,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,11.4,,12.0,4.25,1.51,,1.05,,,,,4.25,0.64,,,,,,18.0,,,,,,,47.0,156.0,0.2,76.0,20.0,,3.18,,,,,305.49774768745203,,,,,,,2.915790508333688,67.0,,,747.1012738853503,,6.0,,,2.0,,,,622.0,,47.1,,,,117.0,0.2,,0.1979930099341287,,,0.4,429.0,,44.0,106.0,120.0,,,,,,,0.91,,0.91,,Northwest,77.0,83.0,80.0,555.2,,,,,,,,,,,,,,,,,,,,,11.309809784140224,35.25324896379357,35.253562475228186,OLD_Oceanic_Crust,93.20000000000005,801,801
ODP0129-0801C-007R-004/137-142,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.61,1.91,13.41,,3.06,,8.3,,,0.19,6.25,12.31,,2.82,0.1,0.09,,4.41,,,0.51,,,,,,,,,,,,,56.0,,71.0,,94.0,,,,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,13.02,2.18,12.64,4.0,1.51,5.97,,7.28,1.44,4.32,,4.23,0.71,,,,,,27.0,,,,,,,,122.0,0.05,71.0,22.0,,2.7,,,,,436.42535383921717,,,,,,,3.0041956775480374,56.0,,,747.1012738853503,,5.0,,,2.0,,,,644.0,,43.9,,,,131.0,0.16,,0.2208033839535638,,,0.07,416.0,,43.0,94.0,116.0,,,,,,,0.51,,0.51,,Northwest,137.0,142.0,139.5,555.8,,,,,,,,,,,,,,,,,,,,,12.309809784140224,33.078922683503805,33.07920488955575,OLD_Oceanic_Crust,93.79999999999995,801,801
ODP0129-0801C-008R-001/065-067,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.66,2.19,15.92,,7.86,,2.25,,,0.08,2.99,10.65,,3.47,0.84,0.14,,7.3,,,2.14,,,,,,,,,,,,,61.0,26.0,73.0,,70.0,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,12.8,,12.0,4.4,1.57,,1.0,,,,,3.45,0.51,,,,,,29.0,,,,,,,26.0,181.0,0.31,73.0,24.0,,3.3,,,,,3665.972972249424,,,,,,,2.4260466264701908,61.0,,,1162.1575371549895,,2.0,,,20.0,,,,269.0,,49.1,,,,150.0,0.19,,0.1527436136279097,,,0.7,528.0,,41.0,70.0,112.0,,,,,,,2.14,,2.14,,Northwest,65.0,67.0,66.0,560.15,,,,,,,,,,,,,,,,,,,,,10.649704108662572,37.99390767354933,37.99439549921616,OLD_Oceanic_Crust,98.14999999999998,801,801
ODP0129-0801C-008R-001/101-106,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.38,1.9,13.32,,2.76,,9.57,,,0.23,6.61,11.77,,2.69,0.1,0.09,,3.61,,,0.55,,,,,,,,,,,,,55.0,,73.0,,107.0,,,,561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,12.75,2.12,12.27,4.02,1.51,6.03,,7.43,1.48,4.38,,4.32,0.74,,,,,,13.0,,,,,,,,128.0,0.1,73.0,18.0,,2.8,,,,,436.42535383921717,,,,,,,2.9326895410302867,55.0,,,747.1012738853503,,5.0,,,3.0,,,,561.0,,44.8,,,,122.0,0.18,,0.2190354473857154,,,0.07,421.0,,44.0,107.0,116.0,,,,,,,0.55,,0.55,,Northwest,101.0,106.0,103.5,560.51,,,,,,,,,,,,,,,,,,,,,11.769809784140223,33.93308864893563,33.93338762406797,OLD_Oceanic_Crust,98.50999999999999,801,801
ODP0129-0801C-008R-002/078-080,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.49,1.89,13.36,,3.48,,8.25,,,0.21,7.4,12.82,,2.71,0.08,0.16,,3.34,,,0.57,,,,,,,,,,,,,58.0,48.0,74.0,,101.0,,,,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,10.7,,11.0,4.11,1.45,,1.04,,,,,4.04,0.61,,,,,,13.0,,,,,,,48.0,143.0,0.3,74.0,19.0,,3.01,,,,,349.1402830713737,,,,,,,2.1941493210305816,58.0,,,1328.1800424628452,,6.0,,,2.0,,,,541.0,,46.3,,,,124.0,0.19,,0.1417038217395604,,,0.2,388.0,,42.0,101.0,113.0,,,,,,,0.57,,0.57,,Northwest,78.0,80.0,79.0,561.35,,,,,,,,,,,,,,,,,,,,,12.81966183847151,32.416101260160595,32.416584861768925,OLD_Oceanic_Crust,99.35000000000002,801,801
ODP0129-0801C-008R-002/133-139,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.52,1.91,13.4,,3.59,,8.9,,,0.2,6.66,11.47,,3.49,0.09,0.15,,1.77,,,0.91,,,,,,,,,,,,,64.0,47.0,74.0,,104.0,,,,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,11.3,,12.0,4.04,1.48,,1.05,,,,,4.07,0.63,,,,,,20.0,,,,,,,47.0,140.0,0.09,74.0,19.0,,3.17,,,,,392.7828184552954,,,,,,,2.947017031986184,64.0,,,1245.1687898089174,,6.0,,,3.0,,,,654.0,,47.3,,,,115.0,0.2,,0.2014652262481626,,,0.4,430.0,,44.0,104.0,116.0,,,,,,,0.91,,0.91,,Northwest,133.0,139.0,136.0,561.9,,,,,,,,,,,,,,,,,,,,,11.469682973567041,33.42187820628081,33.42235871423518,OLD_Oceanic_Crust,99.89999999999998,801,801
ODP0129-0801C-009R-005/020-024,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.1,1.71,14.05,,3.49,,7.81,,,0.18,7.19,11.73,,2.62,0.05,0.06,,1.31,,,0.97,,,,,,,,,,,,,69.0,46.0,78.0,,93.0,,,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,8.8,,7.0,3.38,1.28,,0.94,,,,,3.53,0.53,,,,,,16.0,,,,,,,46.0,203.0,0.17,78.0,21.0,,2.55,,,,,218.21267691960858,,,,,,,2.142073603165842,69.0,,,498.06751592356693,,6.0,,,1.0,,,,670.0,,46.3,,,,108.0,0.13,,0.1319999587816263,,,0.3,368.0,,37.0,93.0,95.0,,,,,,,0.97,,0.97,,Northwest,20.0,24.0,22.0,568.81,,,,,,,,,,,,,,,,,,,,,11.729873189426817,35.353277085496835,35.35348219367276,OLD_Oceanic_Crust,106.80999999999995,801,801
ODP0129-0801C-010R-001/055-060,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.44,1.62,14.02,,3.82,,8.15,,,0.18,7.28,11.95,,2.56,0.06,0.06,,1.08,,,0.55,,,,,,,,,,,,,70.0,,75.0,,85.0,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,10.78,2.06,10.65,3.44,1.33,5.2,0.0,6.38,1.27,3.83,,3.69,0.62,,,,,,14.0,,,,,,,,175.0,0.05,75.0,19.0,,2.4,,,,,261.85521230353027,,,,,,,2.6597607866498945,70.0,,,498.06751592356693,,6.0,,,1.0,,,,602.0,,45.0,,,,113.0,0.13,,0.1813469361745723,,,0.05,365.0,,38.0,85.0,97.0,,,,,,,0.55,,0.55,,Northwest,55.0,60.0,57.5,569.55,,,,,,,,,,,,,,,,,,,,,11.949873189426816,35.02912054564205,35.02932234063162,OLD_Oceanic_Crust,107.54999999999995,801,801
ODP0129-0801C-010R-006/067-070,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.64,1.78,14.55,,3.95,,6.14,,,0.16,7.12,12.26,,2.77,0.07,0.06,,2.19,,,1.03,,,,,,,,,,,,,67.0,47.0,78.0,,95.0,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,10.08,1.78,10.38,3.33,1.3,5.01,,6.24,1.24,3.71,,3.68,0.62,,,,,,9.0,,,,,,,47.0,200.0,0.1,78.0,19.0,,2.6,,,,,305.49774768745203,,,,,,,2.676442747520646,67.0,,,498.06751592356693,,3.0,,,1.0,,,,275.0,,45.9,,,,118.0,0.12,,0.1572244085695462,,,0.1,408.0,,38.0,95.0,101.0,,,,,,,1.03,,1.03,,Northwest,67.0,70.0,68.5,574.06,,,,,,,,,,,,,,,,,,,,,12.259873189426816,35.082410911561304,35.0826059479765,OLD_Oceanic_Crust,112.05999999999995,801,801
ODP0129-0801C-011R-002/121-126,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.45,2.19,14.18,,5.04,,7.26,,,0.19,6.8,11.86,,2.81,0.06,0.11,,1.34,,,0.71,,,,,,,,,,,,,66.0,,71.0,,106.0,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,14.71,2.48,13.45,4.3,1.62,6.42,,7.67,1.52,4.51,,4.46,0.73,,,,,,26.0,,,,,,,,188.0,0.1,71.0,21.0,,3.5,,,,,261.85521230353027,,,,,,,3.568765997185474,66.0,,,913.123779193206,,6.0,,,1.0,,,,249.0,,44.2,,,,137.0,0.24,,0.2344399985811885,,,0.08,439.0,,44.0,106.0,141.0,,,,,,,0.71,,0.71,,Northwest,121.0,126.0,123.5,579.11,,,,,,,,,,,,,,,,,,,,,11.859767513949162,35.071687599462194,35.07205427378219,OLD_Oceanic_Crust,117.11000000000001,801,801
ODP0129-0801C-011R-003/121-126,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.01,1.95,14.52,,4.13,,8.24,,,0.19,5.26,12.54,,2.57,0.09,0.1,,4.6,,,0.86,,,,,,,,,,,,,67.0,,66.0,,111.0,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,12.28,1.99,12.0,3.96,1.48,5.95,,7.43,1.48,4.33,,4.3,0.73,,,,,,32.0,,,,,,,,315.0,0.1,66.0,18.0,,3.2,,,,,392.7828184552954,,,,,,,2.5618484572873848,67.0,,,830.1125265392783,,4.0,,,3.0,,,,443.0,,42.0,,,,113.0,0.15,,0.1486776358981875,,,0.08,401.0,,45.0,111.0,122.0,,,,,,,0.86,,0.86,,Northwest,121.0,126.0,123.5,582.01,,,,,,,,,,,,,,,,,,,,,12.539788649044693,34.865709065607355,34.86603078746467,OLD_Oceanic_Crust,120.00999999999999,801,801
ODP0129-0801C-011R-003/131-136,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.19,2.11,15.15,,5.19,,6.64,,,0.16,6.0,12.01,,2.59,0.1,0.17,,2.29,,,1.32,,,,,,,,,,,,,88.0,48.0,69.0,,111.0,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,10.8,,10.0,4.25,1.46,,1.05,,,,,4.08,0.61,,,,,,16.0,,,,,,,48.0,318.0,0.4,69.0,18.0,,3.19,,,,,436.42535383921717,,,,,,,2.6363103018212226,88.0,,,1411.191295116773,,6.0,,,4.0,,,,490.0,,44.1,,,,112.0,0.16,,0.1501948233702715,,,0.6,441.0,,44.0,111.0,126.0,,,,,,,1.32,,1.32,,Northwest,131.0,136.0,133.5,580.16,,,,,,,,,,,,,,,,,,,,,12.009640703375979,36.633507051131936,36.6340857415823,OLD_Oceanic_Crust,118.15999999999997,801,801
